"11534","How many universities are located in a country led by Olemic Thommessen ?","12","4","1,1,1","1,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11535","Did Jerry Rice study in Oktoc Mississippi ?","7","3","2,0,0","0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"11536","To which family does korean fox belongs to ?","8","2","1,0,1","0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0","0,0,1"
"11537","Food in which countries has shallot in it ?","8","4","1,1,2","0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11538","What is the route end of NorthSouth Transport Corridor ?","9","2","1,0,1","1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11539","Did Carolyn Heinrich study at the Vanderbilt ?","7","3","2,0,1","1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"11540","To which company is Michael Dell a father company ?","9","3","1,1,1","1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11541","How many cars succeeded the cars which were similar to Cadillac Fleetwood ?","12","4","1,1,1","1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1","0,1,0"
"11542","Which mainter of  Cheasty Boulevard South is also the county seat of the King County, Washingtonsu ?","16","4","2,0,2","2,2,0,0,0,3,0,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11543","Was andy warhol a part of Pop Art movement ?","9","3","2,0,0","1,1,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"11544","What is the academic discipline of Journal of Cerebral Blood Flow & Metabolism ?","13","2","1,0,1","1,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11545","What team has Sam Keller and Jim McMilin played for ?","10","4","2,0,2","0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0","0,0,1"
"11546","What religions do diplomats typically follow ?","6","3","1,0,1","0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0","0,0,1"
"11547","What are the universities where athletics is regulated by National Collegiate Athletic Association ?","13","3","1,1,1","1,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1","0,0,1"
"11548","Was Don't Bring Me Down recorded in West Germany ?","9","3","2,0,0","0,2,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0","1,0,0"
"11549","Name the person whose relation is Dee Dee Warwick ?","9","3","1,1,1","1,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,0,1"
"11550","who are some miss michigan usa ?","6","2","1,0,0","1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0","0,0,1"
"11551","Give the name of the  managers of England national under-20 football team and England national under-21 football team ?","18","4","2,0,0","2,2,3,0,0,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11552","Whose relatives are Uncle Henry (Oz) and Aunt Em ?","9","4","2,0,2","0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0","0,0,1"
"11553","Give me the count of interests of the philosopher whose primary interest is Metaphysics ?","14","3","1,0,0","2,2,1,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,0,1"
"11554","Which ceremonial County of the East Tilbury is also the local authority of the Trinity School, Brentwood ?","17","4","2,0,2","3,2,2,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11555","Was Henry Knox a major general ?","6","3","2,0,1","1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"11556","List the common prime minister of the Robert Ray and graham richardson ?","12","4","2,0,2","2,1,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11557","Cleopatra V of Egypt is father to which royalty ?","9","2","1,0,0","0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11558","Name the award given in Norway and presented by Swedish Academy ?","11","5","2,1,2","1,2,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0","0,0,1"
"11559","How many TV show has distributor located in Burbank California ?","10","4","1,1,1","0,1,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1","0,1,0"
"11560","How many people have been canonized by Pope Benedict XVI ?","10","2","1,0,0","0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1","0,1,0"
"11561","List the total number of awards of the musicals who have won Tony Award ?","14","3","1,0,0","2,2,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0","0,0,1"
"11562","What are the binomial authority of Menetries's warbler ?","8","2","1,0,1","1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,1"
"11563","Does Sonny Bill Williams belong in the Canterbury Bankstown Bulldogs club ?","11","3","2,0,0","1,1,0,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0","1,0,0"
"11564","What are the prizes awarded to the main members of DisneyToon Studios ?","12","3","1,0,2","2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0","0,0,1"
"11565","Is greasy pop recording the distributor of festival records ?","9","3","2,0,1","1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0","1,0,0"
"11566","List the party of the office holder which also has the affiliation with Congress Socialist party ?","16","4","1,1,2","3,2,0,0,0,5,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0","0,0,1"
"11567","Through which states does the road go, which has a junction on Keningston Maryland ?","14","4","1,1,2","2,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0","0,0,1"
"11568","Who is the music composer of Kenny Dies ?","8","2","1,0,1","1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0","0,0,1"
"11569","How many factions have fought when Egushawa was a commander ?","10","3","1,0,1","1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2","0,1,0"
"11570","How many titles were given to people who engaged in the Operation Dragoon ?","13","3","1,0,1","1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1","0,1,0"
"11571","How many other important things has the painter of Sarah Jane Adventures done ?","13","3","1,0,1","1,1,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1","0,1,0"
"11572","Count all the universities who participated in the tournament won by Alabama Crimson Tides in 2015 ?","16","4","1,1,0","2,3,0,0,0,1,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0","0,1,0"
"11573","Did Raymond Picard take birth in Paris ?","7","3","2,0,0","0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0","1,0,0"
"11574","What is the currency of the country of Kerguelen Islands ?","10","3","1,0,2","2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11575","What were the occupations of Marcus Floyd ?","7","2","1,0,1","1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","0,0,1"
"11576","How many different things are used as ingredients in Sweden ?","10","3","1,0,2","0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11577","In which places do companies founded in Newcastle operate ?","9","4","1,1,2","0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0","0,0,1"
"11578","Under which president did Loretta Ucelli and Ann Lewis hold an office ?","12","4","2,0,2","1,1,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0","0,0,1"
"11579","Paul Leonard's work can be divided into how many series ?","10","3","1,0,1","0,1,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1","0,0,1"
"11580","List the mountains of the range Sierra Nevada (U.S.) located in  California ?","12","5","2,1,2","2,2,1,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11581","Where did Marvo originate ?","4","2","1,0,1","0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1","0,0,1"
"11582","In which company's boards does the founder of Bomis sit ?","10","3","1,0,2","1,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0","0,0,1"
"11583","How many religion's commanders have served in the Royal Thai Army ?","11","3","1,0,1","1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11584","What do craig Van tilbury and karen Grigorian do for a living ?","12","4","2,0,2","1,1,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0","0,0,1"
"11585","Is Denver the largest city of Colorado ?","7","3","2,0,1","1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"11586","List the universities from a country where Norwegian language is officially accepted. ?","12","4","1,1,2","2,1,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1","0,0,1"
"11587","Name the capital of Barony of Caux ?","7","2","1,0,1","1,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11588","List the launch site of the rockets whose one of the launch site has been Cape Canaveral Air Force Station Launch Complex 26 ?","23","4","1,1,2","3,2,0,0,0,5,1,5,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0","0,0,1"
"11589","In how many nations can I find people related to the feminist movement ?","13","3","1,0,2","1,1,3,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1","0,0,1"
"11590","Name the home ground of  2015 Fort Lauderdale Strikers season ?","10","2","1,0,1","1,1,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11591","Count the awards won by the people who graduated from the National and Kapodistrian University of Athens. ?","17","3","1,0,2","3,3,0,0,0,0,2,4,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0","0,1,0"
"11592","who was the president under which Joe Purcell is a lieutenant ?","11","2","1,0,1","2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0","0,0,1"
"11593","Does the Jordan River start in the Golan Heights ?","9","3","2,0,1","2,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0","1,0,0"
"11594","Name the wine regions of Bogdanua ?","6","2","1,0,1","1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11595","In which company is Raymond Conner at an important position ?","10","2","1,0,1","1,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11596","Give me a count of movies whose film editor is Anthony Harvey ?","12","3","1,1,0","1,1,0,0,0,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,0,1"
"11597","Which species' members are there in the animal kingdom ?","9","3","1,0,2","1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,0,1"
"11598","Is camel  of the chordate phylum ?","6","3","2,0,0","1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"11599","Which company had built the rockets launched at the Cape Canaveral Air Force Station Space Launch Complex 17 ?","18","3","1,0,2","2,1,0,0,0,2,1,6,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0","0,0,1"
"11600","Who is the leader of Allgemeine SS ?","7","2","1,0,1","1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11601","How many important works have been done by Russel Davies ?","10","2","1,0,1","0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1","0,1,0"
"11602","From where does the river Upper Neretva start flowing ?","9","2","1,0,1","1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1","0,0,1"
"11603","Joe Shuster has created how many comics character ?","8","3","1,1,0","0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1","0,0,1"
"11604","In which part of the world can i find Xynisteri and Mavro ?","12","4","2,0,2","1,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0","0,0,1"
"11605","What did Steven T Mason's father die from ?","8","3","1,0,2","0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0","0,0,1"
"11606","Collect and return a list of things in the area where Spanish language is used ?","15","3","1,0,2","2,2,1,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1","0,0,1"
"11607","What made jo garcia and merritt cabal both famous ?","9","4","2,0,2","0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0","0,0,1"
"11608","Is GIMP written in C ?","5","3","2,0,1","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0","1,0,0"
"11609","Who is the founder of Pittsburgh ?","6","2","1,0,1","1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11610","How many different genres led to other genres where drums are important ?","12","4","1,1,1","0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2","0,1,0"
"11611","How many people have played for the NBA ?","8","2","1,0,0","1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11612","How many people played for Newell's Old Boys ?","8","2","1,0,0","0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1","0,1,0"
"11613","To which american football teams does the Heinz Field serve as home stadium ?","13","2","1,0,0","1,1,1,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0","0,0,1"
"11614","Who wrote the US steel hour ?","6","2","1,0,1","1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","0,0,1"
"11615","What is the occupation of the band members of The Shirelles ?","11","3","1,0,2","3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11616","Which tv series have a score composed by judy hard angelo ?","11","3","1,1,1","1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0","0,0,1"
"11617","Count the total number of cast member of the television shows whose actress is Joey McIntyre ?","16","3","1,0,0","2,2,1,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0","0,1,0"
"11618","How many awards have the french people received ?","8","3","1,0,1","1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11619","Where is the VP buried, which was served by Frederick Cooke ?","11","3","1,0,2","1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1","0,0,1"
"11620","does the US navy have the structure of command of us department of defence ?","14","3","2,0,0","2,3,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0","1,0,0"
"11621","Through which label has Katy B released her singles ?","9","4","1,1,2","0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0","0,0,1"
"11622","What is the route end of Birmingham and Oxford Junction Railway ?","11","2","1,0,1","1,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11623","What is the municipality of Homestead Grays Bridge ?","8","2","1,0,1","1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11624","In how many nations does Rhaetian Railways own train stations ?","10","4","1,1,2","0,1,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1","0,0,1"
"11625","Who had headed the governmental agencies whose admin HQ was in Niederkirchnerstrasse ?","12","4","1,1,2","1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0","0,0,1"
"11626","Which region of Bannock is the origin od Spaghetti squash ?","10","4","2,0,2","1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11627","Name the commander of Battle of the Thames ?","8","2","1,0,1","2,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11628","Count the number of  sport played by the school which also plays Association football ?","14","3","1,0,2","2,2,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0","0,1,0"
"11629","Give me the total number of Guests of the television episodes whose one of the  Guests is Michael Cristofer ?","19","3","1,0,0","3,3,1,0,0,2,3,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,0,1"
"11630","Were the 1995 south pacific games hosted in tahiti ?","9","3","2,0,0","1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0"
"11631","Give me an estimate number of races where horses grandsired by the Wild Risk have raced in ?","17","4","1,1,1","2,3,0,0,0,3,2,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1","0,0,1"
"11632","Count the number of books whose author's were born in Alcal de Henares ?","13","4","1,1,2","1,3,0,0,0,2,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0","0,1,0"
"11633","What is the name of the person who has relations with Dionne Warwick and Gary Garland ?","16","5","2,1,2","2,2,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0","0,0,1"
"11634","Which military battles are associated with Israel ?","7","3","1,1,1","0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0","0,0,1"
"11635","Which city has it's landmark as Cheasty Boulevard South ?","9","2","1,0,1","0,1,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0","0,0,1"
"11636","Who are the architect of the stadium whose one of the architect is louis D. Astorino ?","16","3","1,0,0","3,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0","0,0,1"
"11637","What are some short story kind of Books ?","8","2","1,0,1","1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,1"
"11638","Which notable series of Russell T Davies is also the series of Short Trips: A day in the life ?","19","4","2,0,2","3,3,2,0,0,5,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11639","Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion ?","11","3","2,0,0","0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0","0,0,1"
"11640","Give me all tv shows which are based in boston and massachusetts ?","12","5","2,1,2","1,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0","0,0,1"
"11641","Count all the awards which were presented by something located in California. ?","12","4","1,1,2","1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0","0,1,0"
"11642","what are some players of England national football team ?","9","2","1,0,0","1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,1"
"11643","What water bodies are nearest to Helsinki city ?","8","3","1,1,1","0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,0,1"
"11644","Find the total number of  ingredient of the recepies whose ingredient is common Mushroom ?","14","3","1,0,2","2,2,2,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,0,1"
"11645","What is the official language of Ladonia, which is the target area of Probus Journal ?","15","4","2,0,2","2,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0","0,0,1"
"11646","How many teams have used the stadiums which have been rented by the Canadian Hockey team ?","16","3","1,0,1","2,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1","0,1,0"
"11647","How many TV shows are similar to the ones belonging to fantasy genre ?","13","4","1,1,2","1,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1","0,1,0"
"11648","Is facebook a public company ?","5","3","2,0,0","1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"11649","What religions are followed by economists ?","6","3","1,0,2","0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0","0,0,1"
"11650","Is Rajya Sabha a house of parliament in India ?","9","3","2,0,0","1,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"11651","Was Gerald Gibbs the cinematographer of X the unknown ?","9","3","2,0,1","2,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"11652","List the trainers of Shinya Aoki ?","6","2","1,0,1","1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11653","How many software run on operating system is Microsoft Windows ?","10","3","1,1,1","0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1","0,1,0"
"11654","How many teams have rented stadiums in Canada ?","8","3","1,0,0","0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11655","How many games have a composer who worked for the Creatures ?","11","4","1,1,1","2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1","0,1,0"
"11656","How many awards have been given to the participants of the Lawrence Realization Stakes ?","14","3","1,0,1","2,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1","0,1,0"
"11657","Total number of places where people drafted in the detroit pistons have died ?","13","4","1,1,1","1,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1","0,0,1"
"11658","Where did Paul Jones do his highschool ?","7","2","1,0,0","0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1","0,0,1"
"11659","Bud Adams owns which american football team ?","7","3","1,1,1","0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11660","Give me all martial artists trained by Joe Schilling. ?","9","3","1,1,1","1,1,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0","0,0,1"
"11661","Name the common institution of the Erica Frank and Douglass North ?","11","4","2,0,2","2,1,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11662","What is the ethicity of Ted Falon ?","7","2","1,0,1","1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11663","Who are the astronauts associated with NASA ?","7","3","1,1,0","1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0","0,0,1"
"11664","What is the county seat of Moscow Governorate ?","8","2","1,0,1","1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11665","ARM Architecture acts as a game platform for how many things ?","11","2","1,0,1","1,2,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1","0,0,1"
"11666","What all has been created by Jerry Siegel ?","8","2","1,0,0","1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0","0,0,1"
"11667","Is David Cameron the prime minister of Nick Clegg ?","9","3","2,0,1","1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"11668","Cricket is played by which countries' citizens ?","7","3","1,0,2","0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0","0,0,1"
"11669","Does Saneh Lungkeaw play for the Thailand's national team ?","9","3","2,0,0","1,1,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0","1,0,0"
"11670","Who all have been presenters on shows by the NBC ?","10","4","1,1,1","2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0","0,0,1"
"11671","What tv shows were born out of a collaboration of playtone and dreamworks ?","13","5","2,1,2","1,3,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0","0,0,1"
"11672","Who all have written songs that were then recorded in the Criteria Studios ?","13","4","1,1,1","2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0","0,0,1"
"11673","What are all the religions that have been followed by the Sir Lankan attorneys ?","14","3","1,0,2","2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0","0,0,1"
"11674","What are the central characters in spy kids series ?","9","2","1,0,1","1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,1"
"11675","Through how many labels has Katy B released her singles ?","10","3","1,0,2","0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1","0,0,1"
"11676","How many people have written for Gangan Comics ?","8","3","1,0,0","0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11677","Is William H Blanchard buried in Colorado ?","7","3","2,0,0","0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0","1,0,0"
"11678","Name the common institute of Robert hall and Erica Frank ?","10","4","2,0,2","1,1,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11679","How many other important work has been done by the writers of Sarah Jane Adventures ?","15","3","1,0,1","1,2,3,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1","0,1,0"
"11680","Is GIMP written in GTK+ ?","5","3","2,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0","1,0,0"
"11681","Whose families are Buccinoidea and Buccinidae ?","6","4","2,0,2","0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0","0,0,1"
"11682","In how many places are the tombs of people who died in Connecticut Colony ?","14","4","1,1,1","1,3,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1","0,0,1"
"11683","How many shows are aired on Comedy Central ?","8","3","1,1,0","0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11684","Where does the river flow into which begins in Lebrsnik ?","10","3","1,0,2","1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1","0,0,1"
"11685","What is the colour of Xocolatlite ?","6","2","1,0,1","1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11686","How many movies are directed by the spouse of Dolores del Ro ?","12","4","1,1,0","1,2,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
