"Questions","Who ","How ","In which ","What ","When ","Where ","Which "
"What is the route end of Birmingham and Oxford Junction Railway ?","0","0","0","1","0","0","0"
"What is the municipality of Homestead Grays Bridge ?","0","0","0","1","0","0","0"
"In how many nations does Rhaetian Railways own train stations ?","0","0","0","0","0","0","0"
"Who had headed the governmental agencies whose admin HQ was in Niederkirchnerstrasse ?","1","0","0","0","0","0","0"
"Which region of Bannock is the origin od Spaghetti squash ?","0","0","0","0","0","0","1"
"Name the commander of Battle of the Thames ?","0","0","0","0","0","0","0"
"Count the number of  sport played by the school which also plays Association football ?","0","0","0","0","0","0","0"
"Give me the total number of Guests of the television episodes whose one of the  Guests is Michael Cristofer ?","0","0","0","0","0","0","0"
"Were the 1995 south pacific games hosted in tahiti ?","0","0","0","0","0","0","0"
"Give me an estimate number of races where horses grandsired by the Wild Risk have raced in ?","0","0","0","0","0","0","0"
"Count the number of books whose author's were born in Alcal de Henares ?","0","0","0","0","0","0","0"
"What is the name of the person who has relations with Dionne Warwick and Gary Garland ?","0","0","0","1","0","0","0"
"Which military battles are associated with Israel ?","0","0","0","0","0","0","1"
"Which city has it's landmark as Cheasty Boulevard South ?","0","0","0","0","0","0","1"
"Who are the architect of the stadium whose one of the architect is louis D. Astorino ?","1","0","0","0","0","0","0"
"What are some short story kind of Books ?","0","0","0","1","0","0","0"
"Which notable series of Russell T Davies is also the series of Short Trips: A day in the life ?","0","0","0","0","0","0","1"
"Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion ?","0","0","0","0","0","0","0"
"Give me all tv shows which are based in boston and massachusetts ?","0","0","0","0","0","0","0"
"Count all the awards which were presented by something located in California. ?","0","0","0","0","0","0","0"
"what are some players of England national football team ?","0","0","0","0","0","0","0"
"What water bodies are nearest to Helsinki city ?","0","0","0","1","0","0","0"
"Find the total number of  ingredient of the recepies whose ingredient is common Mushroom ?","0","0","0","0","0","0","0"
"What is the official language of Ladonia, which is the target area of Probus Journal ?","0","0","0","1","0","0","0"
"How many teams have used the stadiums which have been rented by the Canadian Hockey team ?","0","1","0","0","0","0","0"
"How many TV shows are similar to the ones belonging to fantasy genre ?","0","1","0","0","0","0","0"
"Is facebook a public company ?","0","0","0","0","0","0","0"
"What religions are followed by economists ?","0","0","0","1","0","0","0"
"Is Rajya Sabha a house of parliament in India ?","0","0","0","0","0","0","0"
"Was Gerald Gibbs the cinematographer of X the unknown ?","0","0","0","0","0","0","0"
"List the trainers of Shinya Aoki ?","0","0","0","0","0","0","0"
"How many software run on operating system is Microsoft Windows ?","0","1","0","0","0","0","0"
"How many teams have rented stadiums in Canada ?","0","1","0","0","0","0","0"
"How many games have a composer who worked for the Creatures ?","0","1","0","0","0","0","0"
"How many awards have been given to the participants of the Lawrence Realization Stakes ?","0","1","0","0","0","0","0"
"Total number of places where people drafted in the detroit pistons have died ?","0","0","0","0","0","0","0"
"Where did Paul Jones do his highschool ?","0","0","0","0","0","1","0"
"Bud Adams owns which american football team ?","0","0","0","0","0","0","0"
"Give me all martial artists trained by Joe Schilling. ?","0","0","0","0","0","0","0"
"Name the common institution of the Erica Frank and Douglass North ?","0","0","0","0","0","0","0"
"What is the ethicity of Ted Falon ?","0","0","0","1","0","0","0"
"Who are the astronauts associated with NASA ?","1","0","0","0","0","0","0"
"What is the county seat of Moscow Governorate ?","0","0","0","1","0","0","0"
"ARM Architecture acts as a game platform for how many things ?","0","0","0","0","0","0","0"
"What all has been created by Jerry Siegel ?","0","0","0","1","0","0","0"
"Is David Cameron the prime minister of Nick Clegg ?","0","0","0","0","0","0","0"
"Cricket is played by which countries' citizens ?","0","0","0","0","0","0","0"
"Does Saneh Lungkeaw play for the Thailand's national team ?","0","0","0","0","0","0","0"
"Who all have been presenters on shows by the NBC ?","1","0","0","0","0","0","0"
"What tv shows were born out of a collaboration of playtone and dreamworks ?","0","0","0","1","0","0","0"
"Who all have written songs that were then recorded in the Criteria Studios ?","1","0","0","0","0","0","0"
"What are all the religions that have been followed by the Sir Lankan attorneys ?","0","0","0","1","0","0","0"
"What are the central characters in spy kids series ?","0","0","0","1","0","0","0"
"Through how many labels has Katy B released her singles ?","0","0","0","0","0","0","0"
"How many people have written for Gangan Comics ?","0","1","0","0","0","0","0"
"Is William H Blanchard buried in Colorado ?","0","0","0","0","0","0","0"
"Name the common institute of Robert hall and Erica Frank ?","0","0","0","0","0","0","0"
"How many other important work has been done by the writers of Sarah Jane Adventures ?","0","1","0","0","0","0","0"
"Is GIMP written in GTK+ ?","0","0","0","0","0","0","0"
"Whose families are Buccinoidea and Buccinidae ?","0","0","0","0","0","0","0"
"In how many places are the tombs of people who died in Connecticut Colony ?","0","0","0","0","0","0","0"
"How many shows are aired on Comedy Central ?","0","1","0","0","0","0","0"
"Where does the river flow into which begins in Lebrsnik ?","0","0","0","0","0","1","0"
"What is the colour of Xocolatlite ?","0","0","0","1","0","0","0"
"How many movies are directed by the spouse of Dolores del Ro ?","0","1","0","0","0","0","0"
"Name the loocation of Lekh Castle which is also the location of SamurAbsheron channel ?","0","0","0","0","0","0","0"
"what mountains are in sierra nevada ?","0","0","0","0","0","0","0"
"Was True Grit a novel of the western genre ?","0","0","0","0","0","0","0"
"Name the wine regions of Baco noir ?","0","0","0","0","0","0","0"
"Name the president of Wyche Fowler ?","0","0","0","0","0","0","0"
"Name the parts of the settlements which has New Braunfels as one of the parts ?","0","0","0","0","0","0","0"
"How many party are there of the office holders whose one of the party is Janata Dal ?","0","1","0","0","0","0","0"
"name the home stadium of FC Spartak Moscow season 2011-12 ?","0","0","0","0","0","0","0"
"How many causes of death have been associated with American citizens ?","0","1","0","0","0","0","0"
"Is Bluebird the grandsire of Miss Potential ?","0","0","0","0","0","0","0"
"Is semnani one of the languages spoken in Iran ?","0","0","0","0","0","0","0"
"Who made the singles on the famous album Aida ?","1","0","0","0","0","0","0"
"Who is the associate of Thomas Bryan Martin ?","1","0","0","0","0","0","0"
"What sport played in Polytechnic uni of San Juan has also made advocate nasiruddin famous ?","0","0","0","1","0","0","0"
"List the academic discipline of the journals whose one of the discipline is neuro imaging ?","0","0","0","0","0","0","0"
"Which countries were led by Pietro Parolin ?","0","0","0","0","0","0","1"
"was the first national bank and trust building architectured by Chicago ?","0","0","0","0","0","0","0"
"Where does the road starting from Madison, Wisconsin end ?","0","0","0","0","0","1","0"
"What are the movies written by Nick Castle ?","0","0","0","1","0","0","0"
"How many bands began in Birmingham ?","0","1","0","0","0","0","0"
"How many athletic associations are there in all of the private universities ?","0","1","0","0","0","0","0"
"Name the Chris Marve's school ?","0","0","0","0","0","0","0"
"In how many areas do the networks broadcast, which also broadcasts in North Carolina ?","0","0","0","0","0","0","0"
"Name the movie whose director of photography is Gregg Toland and Bernard Herrmann was the music composer ?","0","0","0","0","0","0","0"
"What are the awrds won by Laemmle Theatres ?","0","0","0","1","0","0","0"
"People of which religion have been the members of parliament, and are from the Kalutara Electoral district ?","0","0","0","0","0","0","0"
"Give me a count of movies distributed by Warner Bros ?","0","0","0","0","0","0","0"
"From how many different cities have people gone to the Illinois Fighting Illini men's basketball ?","0","0","0","0","0","0","0"
"Did nokia 215 has the series 30+ OS ?","0","0","0","0","0","0","0"
"Sampson Cudjoe plays for the Ghana national team ?","0","0","0","0","0","0","0"
"How many owners owned the clubs participating in the Premier leagues of '14 ?","0","1","0","0","0","0","0"
"Which writer of A literary Nightmare also extended the work of The Apple tree ?","0","0","0","0","0","0","1"
"How many licensee are there, of the radio stations whose area is Nashville, Tennessee ?","0","1","0","0","0","0","0"
"How many people are in the band with Juelz Santana ?","0","1","0","0","0","0","0"
"In which country is the Duong river ?","0","0","1","0","0","0","0"
"Was Elton John a chairman of a Watford FC Season ?","0","0","0","0","0","0","0"
"List the common official language of the ladonia and Empire of Atlantium ?","0","0","0","0","0","0","0"
"Does the stylistic origins of Plena lie in the Caribbean ?","0","0","0","0","0","0","0"
"Whose album is Haiti, I am sorry ?","0","0","0","0","0","0","0"
"In which other places are there companies which are in Ontario, too ?","0","0","1","0","0","0","0"
"Where did the music genre of Harry and the Potters originate ?","0","0","0","0","0","1","0"
"Who directed The Haunted House ?","1","0","0","0","0","0","0"
"For how many movies are there whose musicians home town is in Volos ?","0","0","0","0","0","0","0"
"What is the religion of the member of parliament who is a relative of Sarathchandra Rajakaruna ?","0","0","0","1","0","0","0"
"what awards have been given to A. Peter Dewey ?","0","0","0","0","0","0","0"
"From how many different places did the weapons used in the American Indian wars originate ?","0","0","0","0","0","0","0"
"From where does the river start, which flows into the Conowingo dam ?","0","0","0","0","0","0","0"
"What is the total number of politicians whose predecessor's deputy is Jenny Macklin ?","0","0","0","1","0","0","0"
"Count all the shows whose music composers are in Oysterhead. ?","0","0","0","0","0","0","0"
"In which timezone does Khok Kwang lie ?","0","0","1","0","0","0","0"
"How many bands have members currently playing the Fender Stratocaster ?","0","1","0","0","0","0","0"
"Which country has leaders  Karu Jayasuriya and Ranil Wickremesinghe ?","0","0","0","0","0","0","1"
"List the software which uses Microsoft Windows as their operating system ?","0","0","0","0","0","0","0"
"How many religions have the relatives of waxiangs followed ?","0","1","0","0","0","0","0"
"What kind of games does Blizzard games develop ?","0","0","0","1","0","0","0"
"Which expertise of the Menetries's warbler is the  nationality of the Jeyhun Abiyev ?","0","0","0","0","0","0","1"
"In how many places can I find wine made of Vitis vinifera grapes ?","0","0","0","0","0","0","0"
"List all the bands which have members of the band Guy in them ?","0","0","0","0","0","0","0"
"Name a fictional character whose relative is Uncle Henry and species is Human ?","0","0","0","0","0","0","0"
"What is the draft team of Dale Mitchell (ice hockey) ?","0","0","0","1","0","0","0"
"Was the skeleton dance animated by Walt Disney ?","0","0","0","0","0","0","0"
"To which educational institutions did Lesli Sanchez go for her studies ?","0","0","0","0","0","0","0"
"Who was the coach of 1972 Oakland Raiders season ?","1","0","0","0","0","0","0"
"How many developers make softwares for Unix like operating systems ?","0","1","0","0","0","0","0"
"What is the religion of the ones in the Kampuchean Union of Salvation ?","0","0","0","1","0","0","0"
"List the employments of people who died in Tampa, Florida. ?","0","0","0","0","0","0","0"
"List the destination of Novair International Airways ?","0","0","0","0","0","0","0"
"How many states are in the Mediterranean Basketball Association ?","0","1","0","0","0","0","0"
"Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name ?","0","0","0","0","0","0","0"
"Where is the football team located in which Josh Bell did his debut ?","0","0","0","0","0","1","0"
"Who was engaged in wars of Fort Gadsden and Fort Barrancas ?","1","0","0","0","0","0","0"
"What are some awards given to people who were born in sweden ?","0","0","0","1","0","0","0"
"Is Hard Candy Fitness one of the divisions of Moscow ?","0","0","0","0","0","0","0"
"Is WP 8.1 the OS on Lumia 830 ?","0","0","0","0","0","0","0"
"Do the polet airlines fly to moscow ?","0","0","0","0","0","0","0"
"Is Trevor Peacock the narrator of Fred Claus ?","0","0","0","0","0","0","0"
"What all are written in the C programming language ?","0","0","0","1","0","0","0"
"List the producer of the TV shows whose company is HBO. ?","0","0","0","0","0","0","0"
"Is Andrew Lincoln the narrator of Million Dollar Traders ?","0","0","0","0","0","0","0"
"List all the operators of the train who operates in Budapest ?","0","0","0","0","0","0","0"
"Is Eddie Bravo the trainer of Alan Jouban ?","0","0","0","0","0","0","0"
"What are some common ingredients used in Swedish dishes ?","0","0","0","1","0","0","0"
"Where did the genres originate, which were in the Harry and the Potters album ?","0","0","0","0","0","1","0"
"Whose former teams are Indianapolis Colts and Carolina Panthers ?","0","0","0","0","0","0","0"
"Name the river with mouth palce Essex and source place as Gloucestershire ?","0","0","0","0","0","0","0"
"Was Castillo discovered by Galileo ?","0","0","0","0","0","0","0"
"What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig ?","0","0","0","1","0","0","0"
"Among the countries using Aureus as currency which had Nicomedia as an important place ?","0","0","0","0","0","0","0"
"Who are the trainersof Candice Michelle ?","1","0","0","0","0","0","0"
"Does StandBy records distribute via Sony ?","0","0","0","0","0","0","0"
"Name the music artist which collaborated with the spouse of Jessi Colter ?","0","0","0","0","0","0","0"
"Who is the prime minister of the successor of Kingsley Wood ?","1","0","0","0","0","0","0"
"which band was Roger waters in ?","0","0","0","0","0","0","0"
"Is Seattle the Ship builder of USS Marmora (IX-189) ?","0","0","0","0","0","0","0"
"Was Beth Tweddle primarily coached by Amanda Reddin ?","0","0","0","0","0","0","0"
"What is the Band whose band member is Mark Middleton ?","0","0","0","1","0","0","0"
"Was the cover of The adventures of Tom Sawyer designed by Mark Twain ?","0","0","0","0","0","0","0"
"Which president of William Eustus also married to Dolley Madison ?","0","0","0","0","0","0","1"
"Is Charles Drummond Ellis a doctoral student of James Chadwick ?","0","0","0","0","0","0","0"
"How many kings and queens have died in the Arabian Peninsula ?","0","1","0","0","0","0","0"
"What team did Joe Porter and Eddie Anderson play for ?","0","0","0","1","0","0","0"
"Producers of what have died in Mississippi ?","0","0","0","0","0","0","0"
"How many universities are there whose country's capital is Oslo ?","0","1","0","0","0","0","0"
"Current players of Colorado Avalanche have previously played for how many different teams ?","0","0","0","0","0","0","0"
"Was 2658 Gingerich invented in Harvard ?","0","0","0","0","0","0","0"
"How many other people are in a band with Robert de Niro ?","0","1","0","0","0","0","0"
"Is Philosophy the academic discipline of Think (journal) ?","0","0","0","0","0","0","0"
"What is the highschool of the american football player who joined the Robert Morris Colonials program ?","0","0","0","1","0","0","0"
"Who is associated  with the musical artists from Africa '70 (band) and Tony Allen ?","1","0","0","0","0","0","0"
"How many religions are followed by the group whose architectural style can be seen on Sanggar Agung ?","0","1","0","0","0","0","0"
"Name the other wine region of the grapes whose one of the wine region is Michigan ?","0","0","0","0","0","0","0"
"Which shows' opening themes was used to make If We Were a Movie ?","0","0","0","0","0","0","1"
"Does GeneWeb have the GPL license ?","0","0","0","0","0","0","0"
"Josef Bhler belongs to which political party ?","0","0","0","0","0","0","0"
"What are the beverages whose origin is England ?","0","0","0","1","0","0","0"
"List down the opponents of Frank Stilwell ?","0","0","0","0","0","0","0"
"How many subjects are covered in the publications of Doubleday ?","0","1","0","0","0","0","0"
"Is Olyokma River the right tributary of Lena River ?","0","0","0","0","0","0","0"
"What is the debut team of the football player whose college is UCLA Bruins football ?","0","0","0","1","0","0","0"
"What is the capital of the region which maintains the South Park Bridge ?","0","0","0","1","0","0","0"
"Who has military branches are Colonial troops and Continental Army ?","1","0","0","0","0","0","0"
"In how many places has Don R. Berlin worked ?","0","0","0","0","0","0","0"
"Was Heinrich Himmler ever a commanders of Army Group Oberrhein ?","0","0","0","0","0","0","0"
"Name the cause of death of Martino Martini ?","0","0","0","0","0","0","0"
"What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series) ?","0","0","0","1","0","0","0"
"Fairfield, Connecticut is hometown to which persons ?","0","0","0","0","0","0","0"
"Which administrative region leader is Sukhumbhand Paribatra and was founded by  Rama I ?","0","0","0","0","0","0","1"
"Is Luigi Brugnaro the mayor of Venice ?","0","0","0","0","0","0","0"
"Where did Allama Matthews study ?","0","0","0","0","0","1","0"
"Politicians born in Bangalore are now in which parties ?","0","0","0","0","0","0","0"
"What is the nationality of the chancellor who was served by Michael Mayr ?","0","0","0","1","0","0","0"
"Is joel quenneville the main coach of Chicago Blackhawks ?","0","0","0","0","0","0","0"
"Quebec born ice hockey players have stopped playing for which teams ?","0","0","0","0","0","0","0"
"How many genres gave birth to other genres which emphasize Bass Guitars ?","0","1","0","0","0","0","0"
"Who developed the software for the operating system of Macintosh Quadra 660AV ?","1","0","0","0","0","0","0"
"Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer ?","1","0","0","0","0","0","0"
"How many politicians are there from the city of Ganges ?","0","1","0","0","0","0","0"
"What genre's softwares are released with a GNU GPL license ?","0","0","0","1","0","0","0"
"How many shows are made by Playtone ?","0","1","0","0","0","0","0"
"Name the monarch of L Buwei ?","0","0","0","0","0","0","0"
"Who were the commanders during the events which took place in Sandusky County, Ohio ?","1","0","0","0","0","0","0"
"What are the movies whose editor died in Westwood, Los Angeles ?","0","0","0","1","0","0","0"
"In how many places can I find people who were the architects of the Dundas Castle ?","0","0","0","0","0","0","0"
"Count the movies in Swedish language ?","0","0","0","0","0","0","0"
"Name the artist of Brad Paisley discography ?","0","0","0","0","0","0","0"
"From how many works is the musical derived, whose lyrics are written by Sheldon Harnick ?","0","0","0","0","0","0","0"
"List all discipline of the journals whose one of the discipline is Cerebral blood flow ?","0","0","0","0","0","0","0"
"How many politicians live in India ?","0","1","0","0","0","0","0"
"Matthew kane and Park rankin are citizens of which country ?","0","0","0","0","0","0","0"
"In how many places can I find people whose alma mater was in bachelor of arts ?","0","0","0","0","0","0","0"
"Whose associate is Publius Servilius Vatia Isauricus and has predecessor as Lucius Cornelius Lentulus Crus ?","0","0","0","0","0","0","0"
"Who is the producer of the device which is the operating system of Now TV ?","1","0","0","0","0","0","0"
"Who wrote a rose for emily ?","1","0","0","0","0","0","0"
"How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning ?","0","1","0","0","0","0","0"
"Was the Lotuspool Records distributed by Napster ?","0","0","0","0","0","0","0"
"Count the tenants of the stadiums designed by Populous ?","0","0","0","0","0","0","0"
"Which sports exist in the universities whose president is Emanuel de Guzman ?","0","0","0","0","0","0","1"
"Count the different number of academic areas covered by publications of SAGE ?","0","0","0","0","0","0","0"
"What faiths are followed by the relatives of Meadow Soprano ?","0","0","0","1","0","0","0"
"Do the White Plains Road lie in the Bronx county ?","0","0","0","0","0","0","0"
"Is US Navy garrisoned at Arlington County, Virginia ?","0","0","0","0","0","0","0"
"Who was the voice actor of allen walker also gave voice to kimihiro watanuki ?","1","0","0","0","0","0","0"
"What is the country of origin of the president of Skai group ?","0","0","0","1","0","0","0"
"What is the launch site of Aquarius (rocket) ?","0","0","0","1","0","0","0"
"List the magazines published by Playbow Enterprises ?","0","0","0","0","0","0","0"
"Is the song Killing is Out, School is in belong in the The Next Step ?","0","0","0","0","0","0","0"
"Which appliance's CPU is Cell (microprocessor) and predecessor is PlayStation 2 ?","0","0","0","0","0","0","1"
"Was Blade Runner cinematographed by JordanCronenweth ?","0","0","0","0","0","0","0"
"Count the number of software which runs on Microsoft Windows and mac OS ?","0","0","0","0","0","0","0"
"What has Carl Sagan written his books about ?","0","0","0","1","0","0","0"
"How many characters are there in The Office ?","0","1","0","0","0","0","0"
"What are the awards won by the film editor of World of Tomorrow ?","0","0","0","1","0","0","0"
"Giuseppe Bertello and Pietro Parolin are leaders of which place ?","0","0","0","0","0","0","0"
"How did the child of Stevens T. Mason die ?","0","1","0","0","0","0","0"
"What is the faith of Kwai Chang Caine ?","0","0","0","1","0","0","0"
"How many things are located in Ridgewood, New Jersey ?","0","1","0","0","0","0","0"
"Which magazines were founded by ann Wenner ?","0","0","0","0","0","0","1"
"Is the Vadodara railway junction onwed by Indian Railway Ministry ?","0","0","0","0","0","0","0"
"Name the common managing club of the Ivan Toplak and Bret Simon ?","0","0","0","0","0","0","0"
"What are the movies whose editor is Robert Wise ?","0","0","0","1","0","0","0"
"Name the river on Batoka Gorge Hydroelectric Power Station ?","0","0","0","0","0","0","0"
"Did Johann Gottfried Galle invent Neptune ?","0","0","0","0","0","0","0"
"Where is the T.I. Ahmadiyya Girls Senior High School ?","0","0","0","0","0","1","0"
"How many information appliance are manufactured by companies located in Taiwan ?","0","1","0","0","0","0","0"
"Which office holder's  military branch is Continental Army and vice president is John Adams ?","0","0","0","0","0","0","1"
"Into what military organizations is the United States Department of Defense divided ?","0","0","0","0","0","0","0"
"Who have been the manager of national team of Spain ?","1","0","0","0","0","0","0"
"Name all sitcoms whose theme music is made by Miley Cyrus ?","0","0","0","0","0","0","0"
"Does the Toyota Verossa have the front engine design platform ?","0","0","0","0","0","0","0"
"Which companies have Kumho Asiana Group as their parent company ?","0","0","0","0","0","0","1"
"Was Neil Armstrong on the Gemini 8 mission ?","0","0","0","0","0","0","0"
"What product is made by Sony and Foxconn togather ?","0","0","0","1","0","0","0"
"What is the country whose leader was once Valentina Matviyenko ?","0","0","0","1","0","0","0"
"Is Julia Gillard the prime minister of Kate Lundy ?","0","0","0","0","0","0","0"
"How many people have fought wars where Arthur St. Clair was a commander ?","0","1","0","0","0","0","0"
"Name the mammals which are primate and belongs to family of ape ?","0","0","0","0","0","0","0"
"How many guests have been there on broadway ?","0","1","0","0","0","0","0"
"What is the county seat of the county which has an Evergreen High School ?","0","0","0","1","0","0","0"
"What countries used Solidus as currency ?","0","0","0","1","0","0","0"
"In which areas can I find wine made of Vitis vinifera grapes ?","0","0","1","0","0","0","0"
"In how many different teams have all those who have played as a defenceman been ?","0","0","0","0","0","0","0"
"List  bacterias whose orde is Bacillales and division is Firmicutes ?","0","0","0","0","0","0","0"
"Which ceremonial County of the East Tilbury is also the local authority of the Buckhurst Hill County High School ?","0","0","0","0","0","0","1"
"How many companies have developed cross platformed softwares ?","0","1","0","0","0","0","0"
"How many cars are the predecessor of cars similar to the Pontiac G8 ?","0","1","0","0","0","0","0"
"Was Class Conflict an interest of Karl Marx ?","0","0","0","0","0","0","0"
"What are some famous artists who rocked a Les Paul ?","0","0","0","1","0","0","0"
"How many different organizations own the railway lines which are a part of Norfolk Southern Railway ?","0","1","0","0","0","0","0"
"List the parts of Greater San Antonio ?","0","0","0","0","0","0","0"
"Who composed the episode after which came Butter's Very own Episode ?","1","0","0","0","0","0","0"
"List down all the baseball teams whose team manager was a Catcher ?","0","0","0","0","0","0","0"
"Was the body of Elsie Paroubek discovered in Chicago ?","0","0","0","0","0","0","0"
"Did Dean Wurzberger manage a club at the santa clara university ?","0","0","0","0","0","0","0"
"How many people have worked for teams chaired by Patricia Amorim ?","0","1","0","0","0","0","0"
"Is the hyundai elantra related to hyundai lavita ?","0","0","0","0","0","0","0"
"Which team did Michael and Ryan Powell play for ?","0","0","0","0","0","0","1"
"How many different people have been in any political seat in places which are under the Indian Standard timezone ?","0","1","0","0","0","0","0"
"Who manufactured the Delta III and the Space Shuttle ?","1","0","0","0","0","0","0"
"Give me the total number of lines owned by owner of Mwtro-Noth Railroad ?","0","0","0","0","0","0","0"
"Count the different genres of music made by Argentinian bands ?","0","0","0","0","0","0","0"
"For how many PMs did the politician work, whose successor was Kingsley Wood ?","0","0","0","0","0","0","0"
"Laozi authored which book ?","0","0","0","0","0","0","0"
"How many head of agencies were there in Nazi Germany ?","0","1","0","0","0","0","0"
"What are the largest cities in each of the destinations of TranStar Airlines ?","0","0","0","1","0","0","0"
"Was Love Hurts in Short Cut Draw Blood ?","0","0","0","0","0","0","0"
"How many things belong to phylum of Chordate ?","0","1","0","0","0","0","0"
"Which Tv series led to Frasier ?","0","0","0","0","0","0","1"
"Count the number of people became famous for when Andrew Jackson was a commander ?","0","0","0","0","0","0","0"
"Count the writers whose work has been played in NY ?","0","0","0","0","0","0","0"
"Was A Jitney Elopement edited by Charlie Chaplin ?","0","0","0","0","0","0","0"
"Which rivers flow into the lower manhatten ?","0","0","0","0","0","0","1"
"Give me the home town of all musical artists who uses Guitar as instrument ?","0","0","0","0","0","0","0"
"Does Walson Augustin play as a midfielder ?","0","0","0","0","0","0","0"
"What are the airline hubs of Cascade Airways ?","0","0","0","1","0","0","0"
"What is the location city of Burnside Distribution Corporation ?","0","0","0","1","0","0","0"
"How many movies have their music signed up with Sony Music Entertainment. ?","0","1","0","0","0","0","0"
"Was Marshall Arisman the cover artist in american psycho ?","0","0","0","0","0","0","0"
"What is the publisher of Lucifer's Hammer ?","0","0","0","1","0","0","0"
"The Information: A History, a Theory, a Flood is a work of Isaac Newton ?","0","0","0","0","0","0","0"
"was james watt a mechanical engineer ?","0","0","0","0","0","0","0"
"Who is known for are Battle of the Thames and War of 1812 ?","1","0","0","0","0","0","0"
"How many groups speak the English Language ?","0","1","0","0","0","0","0"
"How many owners are there of lines starting at the South Station ?","0","1","0","0","0","0","0"
"Where is the mouth of the river whose tributary is Bjelimićka  Rijeka ?","0","0","0","0","0","1","0"
"How many prime ministers did the predecessor of Duncan Sandys  serve ?","0","1","0","0","0","0","0"
"Which river flows through Central Washington ?","0","0","0","0","0","0","1"
"Who is the scientist whose academic advisor is Franz Brentano ?","1","0","0","0","0","0","0"
"Is Henry David Thoreau interested in Politics ?","0","0","0","0","0","0","0"
"Tandem Computers is the subsidiary of which company ?","0","0","0","0","0","0","0"
"Which settelment area is the home town of the Danny Felice and Cline Buckens ?","0","0","0","0","0","0","1"
"What is the home town of the Band which is the previous work of Sammy Hagar & Friends ?","0","0","0","1","0","0","0"
"VP-8 and VP-10 shares which command structure ?","0","0","0","0","0","0","0"
"Is Ethics the main interests of Henry David Thoreau ?","0","0","0","0","0","0","0"
"Name the other party of Chandra Shekhar ?","0","0","0","0","0","0","0"
"How many people are buried in Arlington National Cemetery ?","0","1","0","0","0","0","0"
"Does Fa'a' International Airport serve tahiti too ?","0","0","0","0","0","0","0"
"What was created by Larry David and Jerry Seinfeld ?","0","0","0","1","0","0","0"
"Which license of the Microsoft Office Picture Manager is also the  product of the Apple Productivity Experience Group ?","0","0","0","0","0","0","1"
"For everyone who died in paris, count their different fields of work. ?","0","0","0","0","0","0","0"
"Is the Caterpullar 797F assembled in North America ?","0","0","0","0","0","0","0"
"Michael Deeley produce how many movies ?","0","0","0","0","0","0","0"
"Was tupac a member of Outlawz ?","0","0","0","0","0","0","0"
"Does Dan River flow into the Jordan Valley ?","0","0","0","0","0","0","0"
"Does Beth Tweddle play for the City of Liverpool gymnast club ?","0","0","0","0","0","0","0"
"Music of how many things has been given by Akira Ifukube ?","0","0","0","0","0","0","0"
"Was Krzystof Wielicki the first person that ascended the mt everest ?","0","0","0","0","0","0","0"
"List the sports played in private universities. ?","0","0","0","0","0","0","0"
"Pointe d'Aveneyre belongs to which mountain range ?","0","0","0","0","0","0","0"
"Who is the office holder whose resting place is Monticello ?","1","0","0","0","0","0","0"
"Who are the associated musical artist of Carolyn Dennis ?","1","0","0","0","0","0","0"
"Is north caucasian emirate have an islamic government ?","0","0","0","0","0","0","0"
"What is the game whose genre is Mind sport ?","0","0","0","1","0","0","0"
"How many awards have graduates from the University of Queensland earned ?","0","1","0","0","0","0","0"
"How many other architect are there of the historic places whose architect is also Stanford White ?","0","1","0","0","0","0","0"
"In how many states can one find Burr Tuss kind of bridges ?","0","0","0","0","0","0","0"
"What cities are around the valley bordering Lake Mead ?","0","0","0","1","0","0","0"
"Through which important cities the does the river originating from the Duwamish, flow ?","0","0","0","0","0","0","0"
"What is the origin of Xynisteri ?","0","0","0","1","0","0","0"
"Who gave the musical score  of 9 to 5 (musical) ?","1","0","0","0","0","0","0"
"Give me the number of home stadiums of teams managed by John Spencer. ?","0","0","0","0","0","0","0"
"How many people have parterned with the person choroegraphed by Catarina Lindgren in the past ?","0","1","0","0","0","0","0"
"Who is the monarch of Bertalan Szemere ?","1","0","0","0","0","0","0"
"In which city was the film star of Singhasan Battisi born ?","0","0","1","0","0","0","0"
"Was Zachary Taylor a commander of the sixth infantry regiment of US ?","0","0","0","0","0","0","0"
"Who all were venerated in Islam ?","1","0","0","0","0","0","0"
"Name some software as a service ?","0","0","0","0","0","0","0"
"Which office holder's predecessor is  Lucius Cornelius and his associate is Marcus Calpurnius Bibulus ?","0","0","0","0","0","0","1"
"For how many teams have the league players of Czech Extraliga, previously played ?","0","0","0","0","0","0","0"
"What did other artists associated with the Shirelles make ?","0","0","0","1","0","0","0"
"Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal ?","0","0","0","0","0","0","1"
"Count the band members of Skull Gang ?","0","0","0","0","0","0","0"
"Name the nearest city to David W. Brown House ?","0","0","0","0","0","0","0"
"What is the political party to which Purnima Banerjee is a member of ?","0","0","0","1","0","0","0"
"Who was the president during the time the opponent of John Hospers was in the office ?","1","0","0","0","0","0","0"
