QuestionID	Question	Label1	Label2	Dbpedia-Relation	RelationTotal	relnliodLogs	qanary_component-DiambiguationProperty-OKBQA	qanary_component-AnnotationofSpotProperty	Kcap	isiah
11974	For how many teams have the league players of Czech Extraliga, previously played ?	league	teams	http://dbpedia.org/ontology/formerTeam	1	0	0		0	0
11975	What did other artists associated with the Shirelles make ?	associated	make	http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/ontology/occupation	2		0	0	0	0.2857143
11976	Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal ?	parent company	alma mater	http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/ontology/almaMater	2	0.5			0	0.1666667
11977	Count the band members of Skull Gang ?	band members		http://dbpedia.org/ontology/bandMember	1		1		0	0.1333333
11978	Name the nearest city to David W. Brown House ?	nearest city		http://dbpedia.org/ontology/nearestCity	1	0	1		0.3333333	0
11979	What is the political party to which Purnima Banerjee is a member of ?	political party		http://dbpedia.org/ontology/knownFor	1	0			0	0
11980	Who was the president during the time the opponent of John Hospers was in the office ?	president	opponent	http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/incumbent	2	0.5			0	0.0625
11981	List all the awards won by the artist who has won SIGGRAPH ?	awards	awards	http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/award	2	1		1	0	0
11982	What are the important buildings of the architect whose one of the significant building is Krasnye Vorota ?	significant building	significant building	http://dbpedia.org/ontology/significantBuilding,http://dbpedia.org/ontology/significantBuilding	2		0	0	1	0
11983	In how many regions is the Baco Noir made ?	regions		http://dbpedia.org/ontology/wineRegion	1		0	0	0	0
11984	Which movies have their music composed by someone that signed up with RCA Records ?	records	composed	http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/musicComposer	2		0		0	0
11986	Where is the stadium of Philadelphia Rage ?	stadium		http://dbpedia.org/ontology/stadium	1		0		0	0
11987	What are the television shows whose network's successor is BBC Two ?	successor	network	http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/network	2	0			0	0
11988	What organisation regulates and controls the New Sanno Hotel ?	regulates and control		http://dbpedia.org/ontology/tenant	1		0		0	0
11989	Who designed the language integrated query ?	designed		http://dbpedia.org/ontology/designer	1	1	1	1	0	0
11990	List the associates of bands which have a label by Motown ?	label	associates	http://dbpedia.org/ontology/recordLabel	1	0	0	0	0	0.08000001
11991	Name the partners of the models whose one of the partner is Thom Evans ?	partner	partner	http://dbpedia.org/ontology/partner,http://dbpedia.org/ontology/partner	2		1	0	0	0
11992	Is Greg Weeks the band member of Beyond the Sixth Seal ?	band member		http://dbpedia.org/ontology/bandMember	1				0	1
11993	Who was the vice president under which elizabeth alexander served ?	vice president		http://dbpedia.org/ontology/vicePresident	1	0	0	0	0.3333333	0.6666667
11994	Is Robin Gibb the singer of Oh! Darling ?	singer		http://dbpedia.org/ontology/musicalArtist	1		0		0	0
11995	In which state is Goose Lake Valle, which is also part of Lava River Cave ?	state	part of	http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/location	2	0			0	0
11997	How many artists have collaborated with famous guitar players ?	associated		http://dbpedia.org/ontology/associatedMusicalArtist	1		0		0	0
11998	What is the broadcast area of CFRX ?	broadcast area		http://dbpedia.org/ontology/broadcastArea	1	1	1	1	0.5	1
11999	Does the platte river originate in Colorado ?	originate		http://dbpedia.org/ontology/sourceRegion	1	0			0	0
12000	Is the Hyundai Lavita assembled in Kulim ?	assembled		http://dbpedia.org/ontology/assembly	1				0	0
12003	Whihc associate of THomas Bryan Martin is also the founder of Pittsburgh ?	associate	founder of	http://dbpedia.org/ontology/associate,http://dbpedia.org/ontology/founder	2	0	0	0	0	1
12005	Was Kevin Rudd the PM of Julia Gillard ?	PM		http://dbpedia.org/ontology/primeMinister	1				1	0
12006	Which country were the people from who became famous for the Ramon Mangsaysay Award ?	from 	famous	http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/stateOfOrigin	2	0.5			0	0
12007	What is the total number of professions in which someone who has suicided worked ?	professions	@@@	http://dbpedia.org/ontology/occupation	1	0	0	0	0.3333333	0
12008	How many relatives are there of veterans of operation Barbarossa ?	veterans	relatives	http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/relation	2	0.6666666667			0	0
12009	How many leagues have used the O.co Coliseum ?	leagues		http://dbpedia.org/ontology/tenant	1	0	0	0	0	0
12010	What kind of games are made by Interplay Entertainment ?	kind of	made	http://dbpedia.org/ontology/publisher	1	0	0		0	0
12011	What is the nationality of Sune Agerschou ?	nationality		http://dbpedia.org/ontology/nationality	1	1	0	1	1	1
12012	Where do cherry chevapravatdumrong and daisi pollard both live ?	live	500000	http://dbpedia.org/ontology/residence,http://dbpedia.org/ontology/residence	2				0	0
12013	How many companies have manufactured the rockets launched from the Cape Canaveral Air Force Station ?	launched	manufactured	http://dbpedia.org/ontology/launchSite,http://dbpedia.org/ontology/manufacturer	2		0.6666666667		0	0
12014	What is the distributing label of StandBy Records ?	distributing label		http://dbpedia.org/ontology/distributingLabel	1	0	0	0	0	0.5
12015	How many bands are based in London ?	based in		http://dbpedia.org/ontology/hometown	1	0	0	0	0.3333333	0
12016	To which educational institute does Cornell University Press belong to ?	belong to		http://dbpedia.org/ontology/parentCompany	1	0	0	0	0	0
12017	Is Robert Boyle a chemist ?	@@@		http://dbpedia.org/ontology/field	1				0	0
12018	What city was recorded in Live in detroit which is also the official residence of ken Holland ?	recorded in	residence	http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/ontology/residence	2	0.6666666667	0	0.6666666667	0	0.09090909
12019	Which famous physicist was academically advised by Benjamin Pulleyn ?	advised		http://dbpedia.org/ontology/academicAdvisor	1		0		0	0
12020	What is the county seat of the district through which the Beckler River flows ?	district	country seat	http://dbpedia.org/ontology/district,http://dbpedia.org/ontology/countySeat	2	0	0.5	0	0	0.1666667
12022	Name some local authorities of schools which have a mixed gender education system ?	local authorities	gender	http://dbpedia.org/ontology/gender,http://dbpedia.org/ontology/localAuthority	2	0	0		0	0
12024	Name the TV shows related to Babylon 5: The Lost Tales and is aired on Prime TIme Entertainment Networks ?	related	aired	http://dbpedia.org/ontology/related,http://dbpedia.org/ontology/network	2				0	0
12025	What are some products manufactured by Sony ?	manufactured by		http://dbpedia.org/ontology/manufacturer	1		1		1	0
12027	What have some famous Christians died of ?	died of	@@@	http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/deathCause	2		0		0	0
12028	Does KOMC play Gospel Music ?	play		http://dbpedia.org/ontology/programmeFormat	1		0	0	0	0
12029	Name the children of the person who is the star of The Weathered Underground ?	star	children	http://dbpedia.org/ontology/starring	1	0.6666666667	0	0	0.5	1
12031	AH141 highway is a part of which country ?	country		http://dbpedia.org/ontology/county	1		0	0	0	0
12033	Count the number of artist whose pone of the field is writing ?	field	field	http://dbpedia.org/ontology/field,http://dbpedia.org/ontology/field	2	0	0	0	0	0
12034	What are some people born in NY known for ?	born in	known for	http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/knownFor	2		0	0	0	1
12035	How many players are in the San Francisco Giants ?	in		http://dbpedia.org/ontology/team	1	0			0	0
12036	Mac OS is the operating system of how many things ?	operating system		http://dbpedia.org/ontology/operatingSystem	1		1		0	0.25
12037	Name the TV shows whose developer is J. Michael Straczynski and executive producer is Douglas Netter ?	developer	executive producer	http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/executiveProducer	2				0	0.04878049
12038	Name the first driver of 1999 San Marino Grand Prix ?	first driver		http://dbpedia.org/ontology/firstDriver	1	1	0	1	0	0.1666667
12039	How many parties have come in power in elections where Y. S. Rajasekhara Reddy won ?	power	won	http://dbpedia.org/ontology/affiliation	1		0	0	0	0
12040	What is the home town of the musician of Jack your Body ?	musician	home town	http://dbpedia.org/ontology/musicalArtist,http://dbpedia.org/ontology/hometown	2	0.5	0	0.6666666667	0	0
12042	How many awards have been given to the ones who died of lung cancer ?	died of	awards	http://dbpedia.org/ontology/deathCause,http://dbpedia.org/ontology/award	2	1	0	0.6666666667	0	0
12043	How many countries surround the sea into which the Upper Neratva flow ?	flow	countries	http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/country	2	0	0		1	0
12044	Is the Journal of Cerebral Blood Flow and Metabolism about Brains ?	about		http://dbpedia.org/ontology/academicDiscipline	1		0		0	0
12045	Count the birthplaces of recepients of the National Museum of Racing and Hall of Fame. ?	birthplaces	recepients	http://dbpedia.org/ontology/honours,http://dbpedia.org/ontology/birthPlace	2		0		0	0
12046	What are some characters of series produced by Ricky Grevais ?	produced	series	http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/series	2		0	0	0	0
12047	What are the television shows whose company is Playtone ?	company		http://dbpedia.org/ontology/company	1	1			0	0
12048	Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?	mainter	land of	http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/ontology/country	2	0			0	0
12049	In which broadcast area does the sister station of KFFG air ?	sister station	broadcast	http://dbpedia.org/ontology/sisterStation,http://dbpedia.org/ontology/broadcastNetwork	2	0.6666666667			0.5	0.05
12050	In which companies boards do the writers of Wikitionary belong ?	writers	boards	http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/board	2	0		0	0	0.08695652
12051	Name the local authority of Trinity School, Brentwood ?	local authority		http://dbpedia.org/ontology/localAuthority	1	0	0	1	0	0
12052	What is the label of Double Diamond (album) ?	label		http://dbpedia.org/ontology/recordLabel	1	0	0	0	1	0
12056	Is Baker's Dozen Donuts in the coffee industry ?	industry		http://dbpedia.org/ontology/industry	1				0	1
12057	Who are the writer of the singles whose music genre is Rhythm and blues ?	music genre	writer	http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/writer	2	0.6666666667	0	0.6666666667	0	0
12058	Which range of mountains are there in canton of Fribourg ?	in	mountains	http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/mountainRange	2		0		0	0
12059	Count the number of ingredient of the foods which have one of the ingredient is Pork ?	ingredient	ingredient	http://dbpedia.org/ontology/ingredient,http://dbpedia.org/ontology/ingredient	2	0	0	0	0	0.125
12060	In how many different highschools have people schooled in Penn State Nittany Lions football studied ?	schooled	highschools	http://dbpedia.org/ontology/school	1		0	0	0	0.1666667
12061	What are some products of the the company whose subsidiary is Sony Corp shareholders and subsidies ?	subsidiary	products of	http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/ontology/manufacturer	2	0	0	0	0.5	0
12062	What is the show which opens with Gary Portnoy and Where Everybody Knows Your Name ?	opens	opens	http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/ontology/openingTheme	2		0		0	0
12063	For how many different teams have the players debuted in Houston Astros played ?	debuted	team	http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/team	2	0	0		0	0
12064	What is the profession of Claiborne Pell ?	profession		http://dbpedia.org/ontology/profession	1	1	1	1	0	1
12065	Name few TV shows aired by Prime Time Entertainment Network ?	Network		http://dbpedia.org/ontology/network	1				1	0
12067	Which fictional character portrayed in Terminator 2: Judgment Day is painted by Josh Friedman ?	potrayed	painted	http://dbpedia.org/ontology/portrayer,http://dbpedia.org/ontology/creator	2	0.6666666667	0	0.6666666667	0.5	1
12068	What is the common ethnicity of the Maike Evers and Francisco Lachowski ?	ethnicity	500000	http://dbpedia.org/ontology/ethnicity,http://dbpedia.org/ontology/ethnicity	2	1	0	1	0	1
12069	Count the different religions followed by Second Lieutenants in military. ?	military.	religion	http://dbpedia.org/ontology/militaryRank,http://dbpedia.org/ontology/religion	2				0	0
12070	What is the base currency of the country which operates the Marion Dufresne ?	operates	currency	http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/currency	2	0	0	0.6666666667	0	0.125
12072	Radios on what topics can be tuned in to in Washington DC ?	topics	tuned	http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/ontology/programmeFormat	2				0.3333333	0
12073	Name the movie whose director is Stanley Kubrick and editor is Anthony Harvey ?	editor	director	http://dbpedia.org/ontology/editing,http://dbpedia.org/ontology/director	2				0	0
12075	What are the prizes won by the animator of The Skeleton Dance ?	animator	prizes	http://dbpedia.org/ontology/animator,http://dbpedia.org/ontology/award	2	0.6666666667		0.6666666667	0	0.1666667
12076	Which educational institutes have campuses at Iowa and Indiana ?	campus	campus	http://dbpedia.org/ontology/campus,http://dbpedia.org/ontology/campus	2	0	1		0	0.1666667
12079	Who is the political figure whose military branch is Colonial troops ?	military branch		http://dbpedia.org/ontology/militaryBranch	1	0			0	0
12080	How many architects are there who have made something used by Oakland athletics ?	architects	used for	http://dbpedia.org/ontology/tenant	1				0	0
12081	Give me all magazines whose founder died in Berkeley, California ?	died in	founder	http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/founder	2	0.6666666667			0	0
12082	Give me a count of musical artists collaborating with Waylon Jennings ?	musical		http://dbpedia.org/ontology/associatedMusicalArtist	1				0	0
12083	Who are the spouse of the actors of Wrongfully Accused ?	actor	spouse	http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/spouse	2	1	0		0	0
12084	What are some musical artists associated with the ones signed up with EMI ?	associated	signed up	http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/associatedMusicalArtist	2		0	0	0	0
12087	Ricky Gervais is the executive producer of the series having how many fictional characters ?	executive producer	series	http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/series	2	0.6666666667	0.6666666667	0.6666666667	0	0.5
12088	Give me the list of people who scaled mountains in Sierra Nevada ?	scaled	mountains	http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/firstAscentPerson	2	0	0		0	0
12089	Who studied in universities located in suburbs ?	studied	located in	http://dbpedia.org/ontology/campus	1		0		0	0
12091	Count the different genres of games published by Titus Software ?	published	genre	http://dbpedia.org/ontology/genre	1	1	0	1	0	0.1666667
12092	Who is the predecessor of Voere ?	predecessor		http://dbpedia.org/ontology/predecessor	1	1	0	1	0	0
12093	Which TV show's setting is in Massachusetts and is the subsequent work of Fraiser ?	in	subsiquent work	http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/location	2	0			0	0.05882353
12094	Who were the american football players who played for Dallas Cowboys ?	played for		http://dbpedia.org/ontology/team	1	1			0	0
12095	How many famous people are from the Filipinos ?	from 		http://dbpedia.org/ontology/stateOfOrigin	1	0			0	0
12097	In which countries is coconut used as a food ingredient ?	ingredient	countries	http://dbpedia.org/ontology/ingredient	1		0	1	0	0.6666667
12098	Who is considered to be the deciding person when it comes to crustaceans from the Balanidae family ?	deciding person	family	http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/binomialAuthority	2	0	0		0	0.6666667
12099	What is the river whose source is Lake Ontario ?	source		http://dbpedia.org/ontology/source	1	0.6666666667			0	0
12100	Name the subsidary of Tandem Computers which was founded by Jim Harris ?	founded by	subsidary	http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/ontology/foundedBy	2	0	0	0	0	0.1666667
12102	What has  location as Ontario ?	location		http://dbpedia.org/ontology/location	1		1	1	0	1
12103	Where was  William Anthony  trained ?	trained		http://dbpedia.org/ontology/training	1	0			0	0
12104	What are some famous companies founded in the US ?	founded		http://dbpedia.org/ontology/foundationPlace	1		0	0	0.3333333	0
12107	What is the  name of the television show whose developer is J. Michael Straczynski and actor is Jason Carter (actor) ?	developer	actor	http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/starring	2	0	0	0	0	0
12111	Is Pulau Ubin the largest city of Singapore ?	largest city		http://dbpedia.org/ontology/largestCity	1	1	0	0	0.6666667	0.6666667
12112	Which sitcoms are made by a company headquartered in NYC ?	made by	headquartered	http://dbpedia.org/ontology/headquarter,http://dbpedia.org/ontology/company	2	0	0	0	0	0.1666667
12113	Which mountains are contained in Inyo National Forest ?	Nation		http://dbpedia.org/ontology/locatedInArea	1		0		0	0
12115	where is the thorington train station located ?	located		http://dbpedia.org/ontology/district	1				0.6666667	0
12117	Which house has published books about Jazz ?	published	about	http://dbpedia.org/ontology/nonFictionSubject,http://dbpedia.org/ontology/publisher	2	0.6666666667	0.6666666667	0.6666666667	0	0
12118	List the award which have been won by both Charles LeMaire and Nick Park ?	award	500000	http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/award	2	1		1	0	0.1666667
12120	Name some relatives of the people studied in Manurewa High School ?	School	relative	http://dbpedia.org/ontology/school,http://dbpedia.org/ontology/relative	2	0	0.6666666667	0	0	0
12121	Gregg Toland cinematographed how many things ?	cinematographed		http://dbpedia.org/ontology/cinematography	1				0	0
12122	Whose military unit is 39th infantry regiment in 1812 ?	military unit		http://dbpedia.org/ontology/militaryUnit	1	0			0	0
12123	Is Darcs released with a GNU license ?	license		http://dbpedia.org/ontology/license	1		0	0	0	0
12124	Who is the builder of Presidio Santa Cruz de Terrenate ?	builder		http://dbpedia.org/ontology/builder	1	0	1	0	0	0
12125	What team is famous for Robert Nederlander and also the debuting team of Gary Sanchez ?	famous for	debuting	http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/debutTeam	2	0			0	0
12126	List the ingredients of Kaszanka ?	ingredient		http://dbpedia.org/ontology/ingredient	1	1			0	1
12127	Which broad cast area od CFRX is the country of North America Poker Tour ?	broadcast area	country	http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/ontology/country	2	0	0	0	0	0.1
12128	What religion did Gamini Seneviratne follow ?	religion		http://dbpedia.org/ontology/religion	1		0	0	0.6666667	0
12129	How many bacterias have taxonomy as Bacillales and domain as Bacteria ?	texonomy	domain	http://dbpedia.org/ontology/order	1	0	0		0	1
12131	In how many places are Marjas found ?	@@@	found	http://dbpedia.org/ontology/location	1		0	0	0	0
12132	What products do US companies make ?	products	@@@	http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/product	2	0	0	0	0	0
12133	Name the mountain range in which the mountain peak of Malatraix belongs ?	mountain	mountain range	http://dbpedia.org/ontology/parentMountainPeak,http://dbpedia.org/ontology/mountainRange	2		0		0	0
12134	List education institute of the engineers whose alma mater is ChristChurch ?	alma mater	alma mater	http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/education	2	0			0	1
12136	Who is  venerated in  Judaism and Islam ?	venerated in	venerated in	http://dbpedia.org/ontology/veneratedIn,http://dbpedia.org/ontology/veneratedIn	2	1	1	1	0	1
12137	Naval station mobile and naval support activity, naples are under which branch of Us military ?	under	@@@	http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/type	2	0			0	0
12138	How many members are there of the order of Bacillales ?	order		http://dbpedia.org/ontology/order	1	0.6666666667			0	0
12139	Name the team manger of Middlebrough F.C season 2006-07 ?	manager		http://dbpedia.org/ontology/manager	1		0		0	0
12140	What is the alma mater of Andrew W. Lewis ?	alma mater		http://dbpedia.org/ontology/almaMater	1	1		1	0	1
12141	Name the tv series produced by Stephen Ambrose and Erik Bork ?	produced	@@@	http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/producer	2				0	0
12142	Count the total number of bacterias whose division is Firmicutes and domain is Bacteria ?	division	domain	http://dbpedia.org/ontology/division	1	0	0	0	0	0
12144	What would be the most important creation which involved both Neil Cross and Russel Davies ?	important creation	500000	http://dbpedia.org/ontology/notableWork,http://dbpedia.org/ontology/notableWork	2				0	0
12145	Name the mountain which belongs to Sierra Nevada range and is located in Inyo National Forest ?	mountain range	is located in	http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/locatedInArea	2		0		0	0
12146	How many labels sign up progressive rock artists ?	label	sign up	http://dbpedia.org/ontology/recordLabel	1		0		0	0
12148	What is the religion of the relatives of Carmela Soprano ?	relative	religion	http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/religion	2	0.5	0	0.6666666667	0.6666667	0.1666667
12149	What television shows's distributor is Eurovision ?	distributor		http://dbpedia.org/ontology/distributor	1		0		0.4	0
12151	What are the other launch site of the rockets which also have been launched from  Cape Canaveral Air Force Station Launch Complex 5 ?	launch site	launch site	http://dbpedia.org/ontology/launchSite,http://dbpedia.org/ontology/launchSite	2	0	0.6666666667	0	0.4	0.1666667
12152	Which country's leader  is Giuseppe Bertello ?	leader		http://dbpedia.org/ontology/leader	1	0			0	0.3333333
12153	What are some people working for the New York Post ?	working for		http://dbpedia.org/ontology/employer	1		0		0	0
12154	What is the total number of software whose programming language is C++ and operating system is Microsoft Windows ?	programming language	operating system	http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/operatingSystem	2	0.5	0	0	0	0.1666667
12155	How many things have made different people living in Canada famous ?	living in	famous	http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/knownFor	2	0	0	0	0	0.2222222
12156	Which famous political figures are relatives to George Madison ?	relatives		http://dbpedia.org/ontology/relation	1	1			0	0.6666667
12157	Which TV show's composer is Judy  Hart  Angelo and executive producer as Glen and Les Charles ?	composer	executive producer	http://dbpedia.org/ontology/composer,http://dbpedia.org/ontology/executiveProducer	2	0.5			0	1
12158	who are starring in the movies written by Mark Sandrich ?	written by	starring	http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/starring	2		0		0	0
12160	In which city is the sister station of KTXY located ?	sister station	city	http://dbpedia.org/ontology/sisterStation,http://dbpedia.org/ontology/city	2	1	0	0.6666666667	0	0.07142857
12161	Is Maria Sharapova the silver medalist of Tennis at the 2012 Summer Olympics  Women's singles ?	silver medalist		http://dbpedia.org/ontology/silverMedalist	1	1	1	1	0	0.1538462
12162	What is the layout of the cars similar to that of the Subaru Outback ?	layout	similar 	http://dbpedia.org/ontology/relatedMeanOfTransportation,http://dbpedia.org/ontology/layout	2	0.6666666667	0	0.6666666667	0	0
12163	Where do the rivers starting from Zambia end ?	starting from	end	http://dbpedia.org/ontology/sourceCountry,http://dbpedia.org/ontology/riverMouth	2			0	0.6666667	1
12165	What is Naval Support Activity Naples a part of ?	part of		http://dbpedia.org/ontology/type	1				0	0
12166	Who was member of boards at Royal Society and Trinity House ?	board	board	http://dbpedia.org/ontology/board,http://dbpedia.org/ontology/board	2	0	0	0	0	0
12167	How many religions are followed by organizations which are internationally known as the muslim brotherhood ?	international	religion	http://dbpedia.org/ontology/religion	1	1	0	0.6666666667	0	0
12168	Name the route start of Saint Petersburg  Moscow Railway ?	route start		http://dbpedia.org/ontology/routeStart	1		1		0	1
12170	Which county seats are in the district where I can find the Hylebos Creek ?	district	county seat	http://dbpedia.org/ontology/district,http://dbpedia.org/ontology/countySeat	2				0	0.2222222
12171	Does the mississippi orignate in the clearwater county, minnesota ?	originate		http://dbpedia.org/ontology/sourceRegion	1				0	0
12172	In how many districts is there a borough called tendring ?	borough	district	http://dbpedia.org/ontology/district	1				0.3333333	0.2857143
12173	How many awards have been given to the founder of Grameen Bank ?	founder of	awards	http://dbpedia.org/ontology/award	1	1		1	0	0.4
12174	Which city is Black Grape Global located ?	located		http://dbpedia.org/ontology/locationCity	1				0.3333333	0.2
12175	Name the city of Phil-Ellena ?	city		http://dbpedia.org/ontology/city	1	0	1	1	0	1
12176	Who preceded Lucius Crus as an office holder ?	preceded		http://dbpedia.org/ontology/predecessor	1	0	0	0	0	0
12178	Who was once married to both Kelly Brook and Rosie Huntington-Whiteley ?	married to	500000	http://dbpedia.org/ontology/partner,http://dbpedia.org/ontology/partner	2		0	0	0	0.1818182
12179	Which company has developed games whose music is done by Gerard Marino ?	developed	done by	http://dbpedia.org/ontology/composer,http://dbpedia.org/ontology/developer	2	0.6666666667	0.6666666667	0.6666666667	0	0
12180	Which board memeber of jimmy Wales also owns Latvian Wikipedia ?	board	owns	http://dbpedia.org/ontology/board,http://dbpedia.org/ontology/owner	2	0.6666666667	0.6666666667	0.6666666667	0.5	0
12181	What would be a common border of Siberia and the shimsa plateau ?	border	500000	http://dbpedia.org/ontology/border,http://dbpedia.org/ontology/border	2				0	1
12182	List the institute of Robert hall ?	institutes		http://dbpedia.org/ontology/institution	1				0	1
12183	Name the ones who debuted in the San Francisco 49ers. ?	debuted		http://dbpedia.org/ontology/debutTeam	1	0			0	0
12184	What is the county of the road whose route end is Pahang ?	route end	county	http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/county	2	1	0	0.6666666667	1	0.1538462
12185	What are some magazines whose publishers are themselves Rock and Roll Hall of Fame members ?	publishers	@@@	http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/publisher	2				0	0
12187	Which university is led by Jay Gogue ?	lead		http://dbpedia.org/ontology/president	1				0	0
12188	Whose commanders are John Mc Ewen and Park Chunghee ?	commanders	@@@	http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/commander	2	1			0	0.3333333
12189	What is the origin of the grape whose wine region is the Troodos Mountains ?	wine region	origin	http://dbpedia.org/ontology/wineRegion,http://dbpedia.org/ontology/origin	2	0	0.6666666667	0	0	0
12190	Who is the appointer of Charles Goodell ?	appointer		http://dbpedia.org/ontology/appointer	1	1	0	1	0	1
12191	Name the common serving line of Daund Junction railway station and Ujjain Junction railway station ?	serving railway	500000	http://dbpedia.org/ontology/servingRailwayLine,http://dbpedia.org/ontology/servingRailwayLine	2	1	0	1	0	0.4
12192	What does the river end on whose border we find in Bjelasnica ?	border	river end	http://dbpedia.org/ontology/border,http://dbpedia.org/ontology/mouthCountry	2				0	0.06666667
12193	Is Christchurch the largest city of South Island ?	largest city		http://dbpedia.org/ontology/largestCity	1	1	0	0	1	0.6666667
12194	What are the products of the company who published Robot Wars: Metal Mayhem ?	published	product	http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/product	2	0.6666666667	0.5	0.6666666667	1	0
12195	What is the political party to which Purnima Banerjee is a member of ?	political party		http://dbpedia.org/ontology/party	1	1			0	0
12197	In all the states which have a Uniontown, where does a Keller's mill covered bridge exist too ?	state	state	http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/state	2	0	0		0	0
12199	The sports team which played at the American Basketball League championship (1996-1998), have which stadiums ?	League	stadium	http://dbpedia.org/ontology/league,http://dbpedia.org/ontology/stadium	2	0	0	0	0	0
12200	Who wrote the musical whose composer is Emil Dean Zoghby ?	composer	composer	http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/author	2	0		0	0	0
12201	Where did the conflict take place where Louis Briere de I'Isle was a commander ?	take place	commander	http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/territory	2		0	0	0	1
12202	How many publisher have been founded by american citizens ?	founded by	@@@	http://dbpedia.org/ontology/stateOfOrigin,http://dbpedia.org/ontology/founder	2	0.6666666667	0	0.6666666667	0	0
12203	what has been developed by John Fanning ?	developed by		http://dbpedia.org/ontology/developer	1	1	1	1	0	0
12204	Who was the chairman of Fort Lauderdale Strikers and also 2015 Fort Lauderdale Strikers season ?	chairman	chairman	http://dbpedia.org/ontology/chairman,http://dbpedia.org/ontology/chairman	2	1	1	1	0	1
12205	List some writers which speak one of the Germanic languages. ?	languages.	language	http://dbpedia.org/ontology/languageFamily	1		0		0	0
12207	Which televison shows have location as Massachusetts ?	location		http://dbpedia.org/ontology/location	1		1	1	0	1
12208	Give me some series whose network's owning company is Warner Bros. Television ?	owning company	network	http://dbpedia.org/ontology/owningCompany,http://dbpedia.org/ontology/network	2				0	1
12209	is blue lagoon island a part of the bahamas achipelago ?	part of		http://dbpedia.org/ontology/archipelago	1		0	0	0	0
12210	Where did Rheinmetall MG 60 originated ?	origin		http://dbpedia.org/ontology/origin	1				0	0
12212	Was Just Another day made by Queen Latifah ?	made by		http://dbpedia.org/ontology/musicalBand	1				0	0
12213	Name the river mouth of Moordener Kill ?	river mouth		http://dbpedia.org/ontology/riverMouth	1	1	1	1	0.6666667	1
12214	In which series has Sean Young portrayed someone ?	portrayed	series	http://dbpedia.org/ontology/portrayer,http://dbpedia.org/ontology/series	2		0.6666666667		0.6666667	0
