Questions,label1,label2,uri1,uri2,label1len,label2len,uri1Label,uri2Label
Name the river with source as Columbia Lake and river mouth is located in Clatsop Country,river mouth,source,http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/source,2,1,riverMouth,source
Give me a count of movies whose music composer is Bernard Herrmann,music composer,,http://dbpedia.org/ontology/musicComposer,,2,0,musicComposer,
Is my truly truly fair the band of mitch miller,band,,http://dbpedia.org/ontology/musicalBand,,1,0,musicalBand,
Name the sovereign state of Wallington railway station,sovereign state,,http://dbpedia.org/ontology/country,,2,0,country,
Count all the Colonels,Count,,http://dbpedia.org/property/rank,,1,0,rank,
Where is the main ground of soccer seasons whose chairman is Ronaldo,chairman,ground,http://dbpedia.org/ontology/chairman,http://dbpedia.org/ontology/ground,1,1,chairman,ground
Which destination of the Novair International Airway is the source origin of Spaghetti squash,destination,origin,http://dbpedia.org/ontology/destination,http://dbpedia.org/ontology/origin,1,1,destination,origin
Who all have been canonized by Pope Paul VI,canonized by,,http://dbpedia.org/property/canonizedBy,,2,0,canonizedBy,
"Who are the parent  of the people that  has POD as Redding, Connecticut",POD,parent,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/parent,1,1,deathPlace,parent
Who produces the trains operated by the MTR,operated,operated,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/manufacturer,1,1,operator,manufacturer
What is the second track list of Dschinghis Khan (song),Khan,,http://dbpedia.org/ontology/subsequentWork,,1,0,subsequentWork,
Who was the influencer of Dave Attel who also starred in Adios Amigo,influencer,starred,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/starring,1,1,influencedBy,starring
Which politicians live in a city led by T.S. Thakur,led,city,http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/residence,1,1,leader,residence
Give me the count of artist in the company whose Artist is Jean,artist,artist,http://dbpedia.org/property/artist,http://dbpedia.org/property/artist,1,1,artist,artist
How many universities are located in a country led by Olemic Thommessen,led,country,http://dbpedia.org/property/leaderName,http://dbpedia.org/ontology/country,1,1,leaderName,country
Did Jerry Rice study in Oktoc Mississippi,Mississippi,,http://dbpedia.org/property/highSchool,,1,0,highSchool,
To which family does korean fox belongs to,family,,http://dbpedia.org/ontology/family,,1,0,family,
Food in which countries has shallot in it,countries,in,http://dbpedia.org/ontology/ingredient,http://dbpedia.org/ontology/country,1,1,ingredient,country
What is the route end of NorthSouth Transport Corridor,route end,,http://dbpedia.org/ontology/routeEnd,,2,0,routeEnd,
Did Carolyn Heinrich study at the Vanderbilt,study,,http://dbpedia.org/ontology/institution,,1,0,institution,
To which company is Michael Dell a father company,company,,http://dbpedia.org/ontology/owningCompany,,1,0,owningCompany,
How many cars succeeded the cars which were similar to Cadillac Fleetwood,similar,similar,http://dbpedia.org/property/related,http://dbpedia.org/ontology/predecessor,1,1,related,predecessor
"Which mainter of  Cheasty Boulevard South is also the county seat of the King County, Washingtonsu",su,county seat,http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/ontology/countySeat,1,2,maintainedBy,countySeat
Was andy warhol a part of Pop Art movement,movement,,http://dbpedia.org/property/movement,,1,0,movement,
What is the academic discipline of Journal of Cerebral Blood Flow & Metabolism,academic discipline,,http://dbpedia.org/ontology/academicDiscipline,,2,0,academicDiscipline,
What team has Sam Keller and Jim McMilin played for,team for,played for,http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/team,2,2,formerTeam,team
What religions do diplomats typically follow,follow,religion,http://dbpedia.org/ontology/profession,http://dbpedia.org/property/religion,1,1,profession,religion
What are the universities where athletics is regulated by National Collegiate Athletic Association,athletics,,http://dbpedia.org/ontology/athletics,,1,0,athletics,
Was Don't Bring Me Down recorded in West Germany,recorded,,http://dbpedia.org/property/recorded,,1,0,recorded,
Name the person whose relation is Dee Dee Warwick,relation,,http://dbpedia.org/ontology/relation,,1,0,relation,
who are some miss michigan usa,,,http://dbpedia.org/property/title,,0,0,title,
Give the name of the  managers of England national under-20 football team and England national under-21 football team,managers,managers,http://dbpedia.org/property/managerclubs,http://dbpedia.org/property/managerclubs,1,1,managerclubs,managerclubs
Whose relatives are Uncle Henry (Oz) and Aunt Em,relative,relative,http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/relative,1,1,relative,relative
Give me the count of interests of the philosopher whose primary interest is Metaphysics,interests,interests,http://dbpedia.org/property/mainInterests,http://dbpedia.org/property/mainInterests,1,1,mainInterests,mainInterests
"Which ceremonial County of the East Tilbury is also the local authority of the Trinity School, Brentwood",ceremonial County,local authority,http://dbpedia.org/ontology/ceremonialCounty,http://dbpedia.org/ontology/localAuthority,2,2,ceremonialCounty,localAuthority
Was Henry Knox a major general,,,http://dbpedia.org/ontology/militaryRank,,0,0,militaryRank,
List the common prime minister of the Robert Ray and graham richardson,prime minister,prime minister,http://dbpedia.org/ontology/primeMinister,http://dbpedia.org/ontology/primeMinister,2,2,primeMinister,primeMinister
Cleopatra V of Egypt is father to which royalty,royalty,,http://dbpedia.org/property/mother,,1,0,mother,
Name the award given in Norway and presented by Swedish Academy,presented,in,http://dbpedia.org/ontology/presenter,http://dbpedia.org/ontology/country,1,1,presenter,country
How many TV show has distributor located in Burbank California,located,distributor,http://dbpedia.org/ontology/locationCity,http://dbpedia.org/property/distributor,1,1,locationCity,distributor
How many people have been canonized by Pope Benedict XVI,canonized by,,http://dbpedia.org/property/canonizedBy,,2,0,canonizedBy,
List the total number of awards of the musicals who have won Tony Award,awards,awards,http://dbpedia.org/property/awards,http://dbpedia.org/property/awards,1,1,awards,awards
What are the binomial authority of Menetries's warbler,binomial authority,,http://dbpedia.org/ontology/binomialAuthority,,2,0,binomialAuthority,
Does Sonny Bill Williams belong in the Canterbury Bankstown Bulldogs club,club,,http://dbpedia.org/property/club,,1,0,club,
What are the prizes awarded to the main members of DisneyToon Studios,members,awarded,http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/ontology/award,1,1,keyPerson,award
Is greasy pop recording the distributor of festival records,distributor,,http://dbpedia.org/ontology/distributingLabel,,1,0,distributingLabel,
List the party of the office holder which also has the affiliation with Congress Socialist party,party,party,http://dbpedia.org/ontology/otherParty,http://dbpedia.org/ontology/otherParty,1,1,otherParty,otherParty
"Through which states does the road go, which has a junction on Keningston Maryland",junction,state,http://dbpedia.org/ontology/routeJunction,http://dbpedia.org/ontology/state,1,1,routeJunction,state
Who is the music composer of Kenny Dies,music composer,,http://dbpedia.org/ontology/musicComposer,,2,0,musicComposer,
How many factions have fought when Egushawa was a commander,commander,fought,http://dbpedia.org/ontology/commander,http://dbpedia.org/property/combatant,1,1,commander,combatant
How many titles were given to people who engaged in the Operation Dragoon,engaged,engaged,http://dbpedia.org/property/battles,http://dbpedia.org/ontology/award,1,1,battles,award
How many other important things has the painter of Sarah Jane Adventures done,painter,painter,http://dbpedia.org/property/creator,http://dbpedia.org/ontology/notableWork,1,1,creator,notableWork
Count all the universities who participated in the tournament won by Alabama Crimson Tides in 2015,Tides,Tides,http://dbpedia.org/property/champion,http://dbpedia.org/property/athletics,1,1,champion,athletics
Did Raymond Picard take birth in Paris,birth,,http://dbpedia.org/property/birthplace,,1,0,birthplace,
What is the currency of the country of Kerguelen Islands,country,currency,http://dbpedia.org/ontology/governmentType,http://dbpedia.org/ontology/currency,1,1,governmentType,currency
What were the occupations of Marcus Floyd,occupation,,http://dbpedia.org/ontology/occupation,,1,0,occupation,
How many different things are used as ingredients in Sweden,in,ingredient,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/ingredient,1,1,country,ingredient
In which places do companies founded in Newcastle operate,founded,operate,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/ontology/regionServed,1,1,foundationPlace,regionServed
Under which president did Loretta Ucelli and Ann Lewis hold an office,president,president,http://dbpedia.org/ontology/president,http://dbpedia.org/ontology/president,1,1,president,president
Paul Leonard's work can be divided into how many series,divided,series,http://dbpedia.org/property/author,http://dbpedia.org/ontology/series,1,1,author,series
List the mountains of the range Sierra Nevada (U.S.) located in  California,mountains,in,http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/locatedInArea,1,1,mountainRange,locatedInArea
Where did Marvo originate,origin,,http://dbpedia.org/ontology/origin,,1,0,origin,
In which company's boards does the founder of Bomis sit,founder of,board,http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/ontology/board,2,1,foundedBy,board
How many religion's commanders have served in the Royal Thai Army,commanders,religion,http://dbpedia.org/property/notableCommanders,http://dbpedia.org/ontology/religion,1,1,notableCommanders,religion
What do craig Van tilbury and karen Grigorian do for a living,living,living,http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/occupation,1,1,occupation,occupation
Is Denver the largest city of Colorado,largest city,,http://dbpedia.org/ontology/largestCity,,2,0,largestCity,
List the universities from a country where Norwegian language is officially accepted.,officially,country,http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/country,1,1,officialLanguage,country
Name the capital of Barony of Caux,capital,,http://dbpedia.org/ontology/capital,,1,0,capital,
List the launch site of the rockets whose one of the launch site has been Cape Canaveral Air Force Station Launch Complex 26,launch site,launch site,http://dbpedia.org/ontology/launchSite,http://dbpedia.org/ontology/launchSite,2,2,launchSite,launchSite
In how many nations can I find people related to the feminist movement,movement,nations,http://dbpedia.org/ontology/movement,http://dbpedia.org/ontology/nationality,1,1,movement,nationality
Name the home ground of  2015 Fort Lauderdale Strikers season,ground,,http://dbpedia.org/ontology/ground,,1,0,ground,
Count the awards won by the people who graduated from the National and Kapodistrian University of Athens.,graduated from,awards,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/award,2,1,almaMater,award
who was the president under which Joe Purcell is a lieutenant,lieutenant,,http://dbpedia.org/ontology/lieutenant,,1,0,lieutenant,
Does the Jordan River start in the Golan Heights,start,,http://dbpedia.org/ontology/sourceRegion,,1,0,sourceRegion,
Name the wine regions of Bogdanua,wine region,,http://dbpedia.org/ontology/wineRegion,,2,0,wineRegion,
In which company is Raymond Conner at an important position,position,,http://dbpedia.org/ontology/keyPerson,,1,0,keyPerson,
Give me a count of movies whose film editor is Anthony Harvey,editor,,http://dbpedia.org/property/editing,,1,0,editing,
Which species' members are there in the animal kingdom,kingdom,species,http://dbpedia.org/ontology/kingdom,http://dbpedia.org/ontology/species,1,1,kingdom,species
Is camel  of the chordate phylum,phylum,,http://dbpedia.org/property/phylum,,1,0,phylum,
Which company had built the rockets launched at the Cape Canaveral Air Force Station Space Launch Complex 17,launched,rockets,http://dbpedia.org/ontology/launchSite,http://dbpedia.org/ontology/manufacturer,1,1,launchSite,manufacturer
Who is the leader of Allgemeine SS,leader,,http://dbpedia.org/ontology/leader,,1,0,leader,
How many important works have been done by Russel Davies,works,,http://dbpedia.org/ontology/notableWork,,1,0,notableWork,
From where does the river Upper Neretva start flowing,river,,http://dbpedia.org/ontology/riverMouth,,1,0,riverMouth,
Joe Shuster has created how many comics character,created,,http://dbpedia.org/property/creators,,1,0,creators,
In which part of the world can i find Xynisteri and Mavro,in,in,http://dbpedia.org/ontology/origin,http://dbpedia.org/ontology/origin,1,1,origin,origin
What did Steven T Mason's father die from,son,die from,http://dbpedia.org/ontology/child,http://dbpedia.org/ontology/deathCause,1,2,child,deathCause
Collect and return a list of things in the area where Spanish language is used,language,area,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/location,1,1,language,location
What made jo garcia and merritt cabal both famous,famous,famous,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/knownFor,1,1,knownFor,knownFor
Is GIMP written in C,written,,http://dbpedia.org/ontology/programmingLanguage,,1,0,programmingLanguage,
Who is the founder of Pittsburgh,founder of,,http://dbpedia.org/ontology/founder,,2,0,founder,
How many different genres led to other genres where drums are important,important,important,http://dbpedia.org/property/instruments,http://dbpedia.org/ontology/stylisticOrigin,1,1,instruments,stylisticOrigin
How many people have played for the NBA,played,,http://dbpedia.org/property/league,,1,0,league,
How many people played for Newell's Old Boys,,,http://dbpedia.org/property/youthclubs,,0,0,youthclubs,
To which american football teams does the Heinz Field serve as home stadium,stadium,,http://dbpedia.org/property/tenants,,1,0,tenants,
Who wrote the US steel hour,wrote,,http://dbpedia.org/ontology/writer,,1,0,writer,
What is the occupation of the band members of The Shirelles,members,occupation,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/occupation,1,1,associatedMusicalArtist,occupation
Which tv series have a score composed by judy hard angelo,composed by,,http://dbpedia.org/ontology/composer,,2,0,composer,
Count the total number of cast member of the television shows whose actress is Joey McIntyre,actress,actress,http://dbpedia.org/property/starring,http://dbpedia.org/property/starring,1,1,starring,starring
How many awards have the french people received,,awards,http://dbpedia.org/ontology/stateOfOrigin,http://dbpedia.org/property/awards,0,1,stateOfOrigin,awards
"Where is the VP buried, which was served by Frederick Cooke",served,"buried,",http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/restingPlace,1,1,vicePresident,restingPlace
does the US navy have the structure of command of us department of defence,structure command,,http://dbpedia.org/property/commandStructure,,2,0,commandStructure,
Through which label has Katy B released her singles,released,label,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/recordLabel,1,1,writer,recordLabel
What is the route end of Birmingham and Oxford Junction Railway,route end,,http://dbpedia.org/ontology/routeEnd,,2,0,routeEnd,
What is the municipality of Homestead Grays Bridge,municipality,,http://dbpedia.org/ontology/municipality,,1,0,municipality,
In how many nations does Rhaetian Railways own train stations,,nation,http://dbpedia.org/ontology/owningOrganisation,http://dbpedia.org/ontology/country,0,1,owningOrganisation,country
Who had headed the governmental agencies whose admin HQ was in Niederkirchnerstrasse,admin HQ,agencies,http://dbpedia.org/ontology/headquarter,http://dbpedia.org/ontology/leader,2,1,headquarter,leader
Which region of Bannock is the origin od Spaghetti squash,origin,region,http://dbpedia.org/ontology/origin,http://dbpedia.org/ontology/region,1,1,origin,region
Name the commander of Battle of the Thames,commander,,http://dbpedia.org/ontology/commander,,1,0,commander,
Count the number of  sport played by the school which also plays Association football,sport,sport,http://dbpedia.org/ontology/sport,http://dbpedia.org/ontology/sport,1,1,sport,sport
Give me the total number of Guests of the television episodes whose one of the  Guests is Michael Cristofer,Guests,Guests,http://dbpedia.org/property/guests,http://dbpedia.org/property/guests,1,1,guests,guests
Were the 1995 south pacific games hosted in tahiti,hosted,,http://dbpedia.org/property/hostCity,,1,0,hostCity,
Give me an estimate number of races where horses grandsired by the Wild Risk have raced in,grandsire,race,http://dbpedia.org/ontology/grandsire,http://dbpedia.org/property/race,1,1,grandsire,race
Count the number of books whose author's were born in Alcal de Henares,born in,author,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/author,2,1,birthPlace,author
What is the name of the person who has relations with Dionne Warwick and Gary Garland,relation,relation,http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/relation,1,1,relation,relation
Which military battles are associated with Israel,,,http://dbpedia.org/ontology/place,,0,0,place,
Which city has it's landmark as Cheasty Boulevard South,landmark,,http://dbpedia.org/ontology/maintainedBy,,1,0,maintainedBy,
Who are the architect of the stadium whose one of the architect is louis D. Astorino,architect,architect,http://dbpedia.org/property/architect,http://dbpedia.org/property/architect,1,1,architect,architect
What are some short story kind of Books,Books,,http://dbpedia.org/ontology/literaryGenre,,1,0,literaryGenre,
Which notable series of Russell T Davies is also the series of Short Trips: A day in the life,series,notable,http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/notableWork,1,1,series,notableWork
"Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion",Religion,,http://dbpedia.org/property/religiousAffiliation,,1,0,religiousAffiliation,
Give me all tv shows which are based in boston and massachusetts,based,based,http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/location,1,1,location,location
Count all the awards which were presented by something located in California.,located,presented,http://dbpedia.org/ontology/headquarter,http://dbpedia.org/ontology/presenter,1,1,headquarter,presenter
what are some players of England national football team,national team,,http://dbpedia.org/property/nationalteam,,2,0,nationalteam,
What water bodies are nearest to Helsinki city,nearest city,,http://dbpedia.org/ontology/nearestCity,,2,0,nearestCity,
Find the total number of  ingredient of the recepies whose ingredient is common Mushroom,ingredient,ingredient,http://dbpedia.org/ontology/ingredient,http://dbpedia.org/ontology/ingredient,1,1,ingredient,ingredient
"What is the official language of Ladonia, which is the target area of Probus Journal",official language,area,http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/academicDiscipline,2,1,officialLanguage,academicDiscipline
How many teams have used the stadiums which have been rented by the Canadian Hockey team,team,team,http://dbpedia.org/ontology/tenant,http://dbpedia.org/property/tenants,1,1,tenant,tenants
How many TV shows are similar to the ones belonging to fantasy genre,genre,fantasy,http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/related,1,1,genre,related
Is facebook a public company,company,,http://dbpedia.org/property/companyType,,1,0,companyType,
What religions are followed by economists,,religion,http://dbpedia.org/ontology/profession,http://dbpedia.org/ontology/religion,0,1,profession,religion
Is Rajya Sabha a house of parliament in India,house,,http://dbpedia.org/property/houses,,1,0,houses,
Was Gerald Gibbs the cinematographer of X the unknown,cinematographer,,http://dbpedia.org/ontology/cinematography,,1,0,cinematography,
List the trainers of Shinya Aoki,trainer,,http://dbpedia.org/ontology/trainer,,1,0,trainer,
How many software run on operating system is Microsoft Windows,operating system,,http://dbpedia.org/ontology/operatingSystem,,2,0,operatingSystem,
How many teams have rented stadiums in Canada,stadiums,stadiums,http://dbpedia.org/property/location,http://dbpedia.org/property/tenants,1,1,location,tenants
How many games have a composer who worked for the Creatures,work,composer,http://dbpedia.org/ontology/occupation,http://dbpedia.org/property/composer,1,1,occupation,composer
How many awards have been given to the participants of the Lawrence Realization Stakes,participants,awards,http://dbpedia.org/property/race,http://dbpedia.org/ontology/honours,1,1,race,honours
Total number of places where people drafted in the detroit pistons have died,drafted,places,http://dbpedia.org/ontology/draftTeam,http://dbpedia.org/property/placeOfDeath,1,1,draftTeam,placeOfDeath
Where did Paul Jones do his highschool,highschool,,http://dbpedia.org/property/highschool,,1,0,highschool,
Bud Adams owns which american football team,owns,,http://dbpedia.org/ontology/owner,,1,0,owner,
Give me all martial artists trained by Joe Schilling.,trained,,http://dbpedia.org/ontology/trainer,,1,0,trainer,
Name the common institution of the Erica Frank and Douglass North,institution,institution,http://dbpedia.org/ontology/institution,http://dbpedia.org/ontology/institution,1,1,institution,institution
What is the ethicity of Ted Falon,,,http://dbpedia.org/ontology/ethnicity,,0,0,ethnicity,
Who are the astronauts associated with NASA,,,http://dbpedia.org/property/type,,0,0,type,
What is the county seat of Moscow Governorate,county seat,,http://dbpedia.org/ontology/capital,,2,0,capital,
ARM Architecture acts as a game platform for how many things,game platform,,http://dbpedia.org/ontology/computingPlatform,,2,0,computingPlatform,
What all has been created by Jerry Siegel,created by,,http://dbpedia.org/property/creators,,2,0,creators,
Is David Cameron the prime minister of Nick Clegg,prime minister,,http://dbpedia.org/ontology/primeMinister,,2,0,primeMinister,
Cricket is played by which countries' citizens,citizens,,http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/stateOfOrigin,1,0,occupation,stateOfOrigin
Does Saneh Lungkeaw play for the Thailand's national team,national team,,http://dbpedia.org/property/nationalteam,,2,0,nationalteam,
Who all have been presenters on shows by the NBC,,presenter,http://dbpedia.org/ontology/channel,http://dbpedia.org/property/presenter,0,1,channel,presenter
What tv shows were born out of a collaboration of playtone and dreamworks,collaboration,collaboration,http://dbpedia.org/ontology/company,http://dbpedia.org/ontology/company,1,1,company,company
Who all have written songs that were then recorded in the Criteria Studios,recorded in,written,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/property/writer,2,1,recordedIn,writer
What are all the religions that have been followed by the Sir Lankan attorneys,attorneys,religion,http://dbpedia.org/ontology/profession,http://dbpedia.org/ontology/religion,1,1,profession,religion
What are the central characters in spy kids series,series,,http://dbpedia.org/ontology/series,,1,0,series,
Through how many labels has Katy B released her singles,singles,label,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/recordLabel,1,1,writer,recordLabel
How many people have written for Gangan Comics,written,written,http://dbpedia.org/property/magazine,http://dbpedia.org/property/author,1,1,magazine,author
Is William H Blanchard buried in Colorado,,,http://dbpedia.org/property/placeofburial,,0,0,placeofburial,
Name the common institute of Robert hall and Erica Frank,institute,institute,http://dbpedia.org/ontology/institution,http://dbpedia.org/ontology/institution,1,1,institution,institution
How many other important work has been done by the writers of Sarah Jane Adventures,work,work,http://dbpedia.org/property/notableworks,http://dbpedia.org/ontology/notableWork,1,1,notableworks,notableWork
Is GIMP written in GTK+,written,,http://dbpedia.org/property/programmingLanguage,,1,0,programmingLanguage,
Whose families are Buccinoidea and Buccinidae,families,families,http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/family,1,1,family,family
In how many places are the tombs of people who died in Connecticut Colony,places,tomb,http://dbpedia.org/property/placeOfDeath,http://dbpedia.org/ontology/restingPlace,1,1,placeOfDeath,restingPlace
How many shows are aired on Comedy Central,aired,,http://dbpedia.org/property/network,,1,0,network,
Where does the river flow into which begins in Lebrsnik,begins,river,http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/riverMouth,1,1,sourcePlace,riverMouth
What is the colour of Xocolatlite,colour,,http://dbpedia.org/ontology/colour,,1,0,colour,
How many movies are directed by the spouse of Dolores del Ro,spouse,directed,http://dbpedia.org/property/partner,http://dbpedia.org/property/director,1,1,partner,director
Name the loocation of Lekh Castle which is also the location of SamurAbsheron channel,location,channel,http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/sourceCountry,1,1,location,sourceCountry
what mountains are in sierra nevada,mountains,,http://dbpedia.org/ontology/mountainRange,,1,0,mountainRange,
Was True Grit a novel of the western genre,genre,,http://dbpedia.org/ontology/literaryGenre,,1,0,literaryGenre,
Name the wine regions of Baco noir,wine region,,http://dbpedia.org/ontology/wineRegion,,2,0,wineRegion,
Name the president of Wyche Fowler,president,,http://dbpedia.org/ontology/president,,1,0,president,
Name the parts of the settlements which has New Braunfels as one of the parts,part,part,http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/part,1,1,part,part
How many party are there of the office holders whose one of the party is Janata Dal,party,party,http://dbpedia.org/ontology/otherParty,http://dbpedia.org/ontology/otherParty,1,1,otherParty,otherParty
name the home stadium of FC Spartak Moscow season 2011-12,home stadium,,http://dbpedia.org/ontology/homeStadium,,2,0,homeStadium,
How many causes of death have been associated with American citizens,citizens,death,http://dbpedia.org/property/citizenship,http://dbpedia.org/ontology/deathCause,1,1,citizenship,deathCause
Is Bluebird the grandsire of Miss Potential,grandsire,,http://dbpedia.org/ontology/grandsire,,1,0,grandsire,
Is semnani one of the languages spoken in Iran,languages,,http://dbpedia.org/property/languages,,1,0,languages,
Who made the singles on the famous album Aida,album,Aida,http://dbpedia.org/ontology/album,http://dbpedia.org/ontology/musicalArtist,1,1,album,musicalArtist
Who is the associate of Thomas Bryan Martin,associate,,http://dbpedia.org/ontology/associate,,1,0,associate,
What sport played in Polytechnic uni of San Juan has also made advocate nasiruddin famous,famous,sport,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/sport,1,1,knownFor,sport
List the academic discipline of the journals whose one of the discipline is neuro imaging,academic discipline,academic discipline,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/ontology/academicDiscipline,2,2,academicDiscipline,academicDiscipline
Which countries were led by Pietro Parolin,led,,http://dbpedia.org/ontology/leader,,1,0,leader,
was the first national bank and trust building architectured by Chicago,architecture,,http://dbpedia.org/ontology/architecturalStyle,,1,0,architecturalStyle,
"Where does the road starting from Madison, Wisconsin end",end,starting,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart,1,1,routeEnd,routeStart
What are the movies written by Nick Castle,written by,,http://dbpedia.org/ontology/writer,,2,0,writer,
How many bands began in Birmingham,in,,http://dbpedia.org/property/origin,,1,0,origin,
How many athletic associations are there in all of the private universities,es,athletic,http://dbpedia.org/property/type,http://dbpedia.org/property/athletics,1,1,type,athletics
Name the Chris Marve's school,school,,http://dbpedia.org/ontology/school,,1,0,school,
"In how many areas do the networks broadcast, which also broadcasts in North Carolina",broadcasts,area,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/property/area,1,1,broadcastArea,area
Name the movie whose director of photography is Gregg Toland and Bernard Herrmann was the music composer,photography,music composer,http://dbpedia.org/ontology/cinematography,http://dbpedia.org/ontology/musicComposer,1,2,cinematography,musicComposer
What are the awrds won by Laemmle Theatres,won,,http://dbpedia.org/ontology/service,,1,0,service,
"People of which religion have been the members of parliament, and are from the Kalutara Electoral district",members,religion,http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/religion,1,1,region,religion
Give me a count of movies distributed by Warner Bros,distributed by,,http://dbpedia.org/property/distributor,,2,0,distributor,
From how many different cities have people gone to the Illinois Fighting Illini men's basketball,basketball,,http://dbpedia.org/ontology/college,http://dbpedia.org/property/placeOfBirth,1,0,college,placeOfBirth
Did nokia 215 has the series 30+ OS,OS,,http://dbpedia.org/property/os,,1,0,os,
Sampson Cudjoe plays for the Ghana national team,national team,,http://dbpedia.org/property/nationalteam,,2,0,nationalteam,
How many owners owned the clubs participating in the Premier leagues of '14,leagues,owners,http://dbpedia.org/ontology/season,http://dbpedia.org/property/owner,1,1,season,owner
Which writer of A literary Nightmare also extended the work of The Apple tree,work,writer,http://dbpedia.org/ontology/basedOn,http://dbpedia.org/ontology/author,1,1,basedOn,author
"How many licensee are there, of the radio stations whose area is Nashville, Tennessee",area,licensee,http://dbpedia.org/property/area,http://dbpedia.org/property/licensee,1,1,area,licensee
How many people are in the band with Juelz Santana,people,band,http://dbpedia.org/property/currentMembers,http://dbpedia.org/ontology/bandMember,1,1,currentMembers,bandMember
In which country is the Duong river,country,,http://dbpedia.org/ontology/sourceCountry,,1,0,sourceCountry,
Was Elton John a chairman of a Watford FC Season,chairman,,http://dbpedia.org/ontology/chairman,,1,0,chairman,
List the common official language of the ladonia and Empire of Atlantium,official language,official language,http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/officialLanguage,2,2,officialLanguage,officialLanguage
Does the stylistic origins of Plena lie in the Caribbean,stylistic origins,,http://dbpedia.org/property/stylisticOrigins,,2,0,stylisticOrigins,
"Whose album is Haiti, I am sorry",album,,http://dbpedia.org/ontology/album,,1,0,album,
"In which other places are there companies which are in Ontario, too",companies,companies,http://dbpedia.org/ontology/locationCity,http://dbpedia.org/property/locations,1,1,locationCity,locations
Where did the music genre of Harry and the Potters originate,music genre,originate,http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/stylisticOrigin,2,1,genre,stylisticOrigin
Who directed The Haunted House,directed,,http://dbpedia.org/ontology/director,,1,0,director,
For how many movies are there whose musicians home town is in Volos,home town,music,http://dbpedia.org/ontology/hometown,http://dbpedia.org/property/music,2,1,hometown,music
What is the religion of the member of parliament who is a relative of Sarathchandra Rajakaruna,relative,religion,http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/religion,1,1,relation,religion
what awards have been given to A. Peter Dewey,awards,,http://dbpedia.org/ontology/award,,1,0,award,
From how many different places did the weapons used in the American Indian wars originate,used,origin,http://dbpedia.org/ontology/usedInWar,http://dbpedia.org/property/origin,1,1,usedInWar,origin
"From where does the river start, which flows into the Conowingo dam",river,flows,http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/source,1,1,riverMouth,source
What is the total number of politicians whose predecessor's deputy is Jenny Macklin,deputy,predecessor,http://dbpedia.org/property/deputy,http://dbpedia.org/property/predecessor,1,1,deputy,predecessor
Count all the shows whose music composers are in Oysterhead.,music,composers,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/property/themeMusicComposer,1,1,associatedMusicalArtist,themeMusicComposer
In which timezone does Khok Kwang lie,timezone,,http://dbpedia.org/ontology/timeZone,,1,0,timeZone,
